orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Aspect,Mood,Person,Tense,VerbForm,Voice,Degree
λαχνοῦται,λαχνοῦται,λαχνοῦται,λαχνοῦται,ται,λ,-20.0,VERB,v3spie---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,ROOT,0.0,λαχνοῦται,(),False,xxxx͂xxx,False,False,False,False,,,Sing,,Ind,3,Pres,Fin,Mid,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἀμειβομένης,(),False,",",False,True,False,False,,,,,,,,,,
χροιῆς,χροιῆς,χροιῆς,χροιῆς,ῆς,χ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,ἄνθος,(),False,xxxx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,,
ἄνθος,ἄνθος,ἄνθος,ἄνθος,θος,α,-20.0,NOUN,n-s---na-,Case=Acc|Gender=Neut|Number=Sing,obj,0.0,ἀμειβομένης,(),False,x̓́xxxx,False,False,False,False,Acc,Neut,Sing,,,,,,,
ἀμειβομένης,ἀμειβομένης,ἀμειβομένης,ἀμειβομένης,νης,α,-20.0,VERB,v-sppefg-,Case=Gen|Gender=Fem|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Mid,advcl,0.0,λαχνοῦται,(),False,x̓xxxx́xxx,False,False,False,False,Gen,Fem,Sing,,,,Pres,Part,Mid,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,λαχνοῦται,(),False,·,False,True,False,False,,,,,,,,,,
τῇ,τῇ,τῇ,τῇ,ῇ,τ,-20.0,DET,l-s---fd-,Case=Dat|Gender=Fem|Number=Sing,det,0.0,δὲ,(),False,xx͂ͅ,False,False,False,False,Dat,Fem,Sing,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ἄριστος,(),False,xx̀,False,False,False,False,,,,,,,,,,
τετάρτῃ,τετάρτῃ,τετάρτῃ,τετάρτῃ,τῃ,τ,-20.0,ADJ,a-s---fd-,Case=Dat|Gender=Fem|Number=Sing,advmod,0.0,ἄριστος,(),False,xxxx́xxxͅ,False,False,False,False,Dat,Fem,Sing,,,,,,,
πᾶς,πᾶς,πᾶς,πᾶς,ᾶς,π,-20.0,ADJ,a-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nmod,0.0,τις,(),False,xx͂x,False,False,False,False,Nom,Masc,Sing,,,,,,,
τις,τις,τις,τις,τις,τ,-20.0,PRON,p-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,ἄριστος,(),True,xxx,True,False,False,False,Nom,Masc,Sing,,,,,,,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,case,0.0,ἑβδομάδ,(),False,x̓x,False,False,False,False,,,,,,,,,,
ἑβδομάδ,ἑβδομάδ,ἑβδομάδ,ἑβδομάδ,άδ,ε,-20.0,NUM,m--------,,obl,0.0,ἄριστος,(),False,x̔xxxx́x,False,False,False,False,,,,,,,,,,
’,’,ε,',’,’,-20.0,NUM,Df,,fixed,0.0,ἑβδομάδ,(),False,’,False,True,False,False,,,,,,,,,,
ἐστὶ,ἐστὶ,ἐστὶ,ἐστὶ,τὶ,ε,-20.0,AUX,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,cop,0.0,ἄριστος,(),False,x̓xxx̀,False,False,False,False,,,Sing,,Ind,3,Pres,Fin,Act,
ἄριστος,ἄριστος,ἄριστος,ἄριστος,τος,α,-20.0,ADJ,a-s---mn-,Case=Nom|Degree=Sup|Gender=Masc|Number=Sing,ROOT,0.0,ἄριστος,(),False,x̓́xxxx,False,False,False,False,Nom,Masc,Sing,,,,,,,Sup
ἰσχύν,ἰσχύν,ἰσχύς,ἰσχύν,ύν,ι,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,ἄριστος,(),False,x̓xxx́x,False,False,False,False,Acc,Fem,Sing,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἥν,(),False,",",False,True,False,False,,,,,,,,,,
ἥν,ἥν,ἥν,ἥν,̔́ν,η,-20.0,SCONJ,c--------,,mark,0.0,ἔχους,(),False,x̔́x,False,False,False,False,,,,,,,,,,
τὲ,τὲ,τὲ,τὲ,τὲ,τ,-20.0,CCONJ,g--------,,advmod,0.0,ἔχους,(),False,xx̀,False,False,False,False,,,,,,,,,,
’,’,ε,',’,’,-20.0,SCONJ,Px,,dep,0.0,ἄνδρες,(),False,’,False,True,False,False,,,,,,,,,,
ἄνδρες,ἄνδρες,ἄνδρες,ἄνδρες,ρες,α,-20.0,NOUN,n-p---mn-,Case=Nom|Gender=Masc|Number=Plur,nsubj,0.0,ἔχους,(),False,x̓́xxxx,False,False,False,False,Nom,Masc,Plur,,,,,,,
σήματ,σήματ,σήματ,σήματ,ματ,σ,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,det,0.0,’,(),False,xx́xxx,False,False,False,False,Acc,Neut,Plur,,,,,,,
’,’,’,',’,’,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,nsubj,0.0,ἔχους,(),False,’,False,True,False,False,Acc,Neut,Plur,,,,,,,
ἔχους,ἔχους,ἔχους,ἔχους,ους,ε,-20.0,VERB,v-pppann-,Case=Nom|Gender=Neut|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Act,advcl,0.0,ἄριστος,(),False,x̓́xxxx,False,False,False,False,Nom,Neut,Plur,,,,Pres,Part,Act,
’,’,ε,',’,’,-20.0,ADJ,a-p---nn-,Case=Nom|Gender=Neut|Number=Sing,nmod,0.0,ἄνδρες,(),False,’,False,True,False,False,Nom,Neut,Sing,,,,,,,
ἀρετῆς,ἀρετῆς,ἀρετῆ,ἀρετῆς,ῆς,α,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,obj,0.0,ἔχους,(),False,x̓xxxx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,ἄριστος,(),False,·,False,True,False,False,,,,,,,,,,
πέμπτῃ,πέμπτῃ,πέμπτῃ,πέμπτῃ,τῃ,π,-20.0,ADJ,a-s---fd-,Case=Dat|Gender=Fem|Number=Sing,advmod,0.0,μεμνημένον,(),False,xx́xxxxͅ,False,False,False,False,Dat,Fem,Sing,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,Df,,advmod,0.0,μεμνημένον,(),False,xx̀,False,False,False,False,,,,,,,,,,
’,’,έ,',’,’,-20.0,ADV,d--------,,advmod,0.0,μεμνημένον,(),False,’,False,True,False,False,,,,,,,,,,
ὥριον,ὥριον,ὥριος,ὥριον,ιον,ω,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nmod,0.0,ἄνδρα,(),False,x̔́xxxx,False,False,False,False,Acc,Masc,Sing,,,,,,,
ἄνδρα,ἄνδρα,ἄνδρα,ἄνδρα,δρα,α,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nsubj,0.0,μεμνημένον,(),False,x̓́xxxx,False,False,False,False,Acc,Masc,Sing,,,,,,,
γάμου,γάμου,γάμος,γάμου,μου,γ,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,obj,0.0,μεμνημένον,(),False,xx́xxx,False,False,False,False,Gen,Masc,Sing,,,,,,,
μεμνημένον,μεμνημένον,μεμνημένον,μεμνημένον,νον,μ,-20.0,VERB,v-srpema-,Aspect=Perf|Case=Acc|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Mid,ROOT,0.0,μεμνημένον,"(ζητεῖν,)",False,xxxx́xxx,False,False,False,False,Acc,Masc,Sing,Perf,,,Past,Part,Mid,
εἶναι,εἶναι,εἶναι,εἶναι,ναι,ε,-20.0,AUX,v--pna---,Tense=Pres|VerbForm=Inf|Voice=Act,cop,0.0,μεμνημένον,(),False,xx̓͂xxx,False,False,False,False,,,,,,,Pres,Inf,Act,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,μεμνημένον,(),False,xxx̀,False,False,False,False,,,,,,,,,,
παίδων,παίδων,παίδων,παίδων,δων,π,-20.0,NOUN,n-p---mg-,Case=Gen|Gender=Masc|Number=Plur,nmod,0.0,γενεήν,(),False,xxx́xxx,False,False,False,False,Gen,Masc,Plur,,,,,,,
ζητεῖν,ζητεῖν,ζητεῖν,ζητεῖν,ῖν,ζ,-20.0,VERB,v--pna---,Tense=Pres|VerbForm=Inf|Voice=Act,conj,0.0,μεμνημένον,"(μεμνημένον,)",False,xxxx͂x,False,False,False,False,,,,,,,Pres,Inf,Act,
ἐξοπίσω,ἐξοπίσω,ἐξοπίσω,ἐξοπίσω,́σω,ε,-20.0,ADV,d--------,,advmod,0.0,ζητεῖν,(),False,x̓xxxx́xx,False,False,False,False,,,,,,,,,,
γενεήν,γενεήν,γενεήν,γενεήν,ήν,γ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,ζητεῖν,(),False,xxxx́x,False,False,False,False,Acc,Fem,Sing,,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,μεμνημένον,(),False,·,False,True,False,False,,,,,,,,,,
τῇ,τῇ,τῇ,τῇ,ῇ,τ,-20.0,DET,l-s---fd-,Case=Dat|Gender=Fem|Number=Sing,det,0.0,δὲ,(),False,xx͂ͅ,False,False,False,False,Dat,Fem,Sing,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,Df,,advmod,0.0,καταρτύεται,(),False,xx̀,False,False,False,False,,,,,,,,,,
’,’,έ,',’,’,-20.0,ADV,d--------,,advmod,0.0,καταρτύεται,(),False,’,False,True,False,False,,,,,,,,,,
ἕκτῃ,ἕκτῃ,ἕκτῃ,ἕκτῃ,τῃ,ε,-20.0,ADJ,a-s---fd-,Case=Dat|Gender=Fem|Number=Sing,advmod,0.0,καταρτύεται,(),False,x̔́xxxͅ,False,False,False,False,Dat,Fem,Sing,,,,,,,
περὶ,περὶ,περὶ,περὶ,ρὶ,π,-20.0,ADP,r--------,,case,0.0,πάντα,(),False,xxxx̀,False,False,False,False,,,,,,,,,,
πάντα,πάντα,πάντα,πάντα,ντα,π,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,obl,0.0,καταρτύεται,(),False,xx́xxx,False,False,False,False,Acc,Neut,Plur,,,,,,,
καταρτύεται,καταρτύεται,καταρτύω,καταρτύεται,ται,κ,-20.0,VERB,v3spie---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,xcomp,0.0,θέλει,(),False,xxxx́xxxx,False,False,False,False,,,Sing,,Ind,3,Pres,Fin,Mid,
νόος,νόος,νόος,νόος,́ος,ν,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,καταρτύεται,(),False,xx́xx,False,False,False,False,Nom,Masc,Sing,,,,,,,
ἀνδρός,ἀνδρός,ἀνδρός,ἀνδρός,ός,α,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,νόος,(),False,x̓xxxx́x,False,False,False,False,Gen,Masc,Sing,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,οὐδὲ᾽,(),False,",",False,True,False,False,,,,,,,,,,
οὐδὲ᾽,οὐδὲ᾽,οὐδὲ᾽,οὐδὲ᾽,ὲ᾽,ο,-20.0,PUNCT,V-,,dep,0.0,καταρτύεται,(),False,xx̓xx̀᾽,False,False,False,False,,,,,,,,,,
ἕρδειν,ἕρδειν,ἕρδω,ἕρδειν,ειν,ε,-20.0,VERB,v--pna---,Tense=Pres|VerbForm=Inf|Voice=Act,xcomp,0.0,ἔτι᾽,(),False,x̔́xxxx,False,False,False,False,,,,,,,Pres,Inf,Act,
ἔτι᾽,ἔτι᾽,ἔτι᾽,ἔτι᾽,τι᾽,ε,-20.0,PUNCT,V-,,advcl,0.0,καταρτύεται,(),False,x̓́xx᾽,False,False,False,False,,,,,,,,,,
ὁμῶς,ὁμῶς,ὁμῶς,ὁμῶς,ῶς,ο,-20.0,ADV,d--------,,advmod,0.0,θέλει,(),False,x̔xx͂x,False,False,False,False,,,,,,,,,,
ἔργ,ἔργ,ἔργ,ἔργ,́ργ,ε,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,obj,0.0,θέλει,(),False,x̓́xx,False,False,False,False,Acc,Neut,Plur,,,,,,,
’,’,’,',’,’,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,obj,0.0,θέλει,(),False,’,False,True,False,False,Acc,Neut,Plur,,,,,,,
ἀπάλαμνα,ἀπάλαμνα,ἀπάλαμνος,ἀπάλαμνα,μνα,α,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,nmod,0.0,’,(),False,x̓xx́xxxx,False,False,False,False,Acc,Neut,Plur,,,,,,,
θέλει,θέλει,ἐθέλω,θέλει,λει,θ,-20.0,VERB,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,ROOT,0.0,θέλει,(),False,xx́xxx,False,False,False,False,,,Sing,,Ind,3,Pres,Fin,Act,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,θέλει,(),False,·,False,True,False,False,,,,,,,,,,
ἑπτὰ,ἑπτὰ,ἑπτὰ,ἑπτὰ,τὰ,ε,-20.0,NUM,m--------,,dep,0.0,ἄριστος,(),False,x̔xxx̀,False,False,False,False,,,,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,PART,g--------,,advmod,0.0,ἄριστος,(),False,xx̀,False,False,False,False,,,,,,,,,,
νοῦν,νοῦν,νοῦν,νοῦν,ῦν,ν,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obl,0.0,ἑβδομάσιν,"(γλῶσσαν,)",False,xxx͂x,False,False,False,False,Acc,Masc,Sing,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,νοῦν,(),False,xxx̀,False,False,False,False,,,,,,,,,,
