orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Tense,VerbForm,Voice,Aspect,Mood,Person,Degree
τρέπεται,τρέπεται,τρέπω,τρέπεται,ται,τ,-20.0,VERB,v3spie---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,punct,0.0,ἀλλὰ᾽,(),False,xxx́xxxx,False,False,False,False,,,Sing,Pres,Fin,Mid,,Ind,3,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,τρέπεται,(),False,·,False,True,False,False,,,,,,,,,,
φύσις,φύσις,φύσις,φύσις,σις,φ,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,βέλτιον,(),False,xx́xxx,False,False,False,False,Nom,Fem,Sing,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,βέλτιον,(),False,xx̀,False,False,False,False,,,,,,,,,,
βέλτιον,βέλτιον,βέλτιον,βέλτιον,ιον,β,-20.0,ADJ,a-s---nnc,Case=Nom|Degree=Cmp|Gender=Neut|Number=Sing,ROOT,0.0,βέλτιον,(),False,xx́xxxx,False,False,False,False,Nom,Neut,Sing,,,,,,,Cmp
σπέρματος,σπέρματος,σπέρμα,σπέρματος,τος,σ,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,obl,0.0,βέλτιον,(),False,xxx́xxxx,False,False,False,False,Gen,Neut,Sing,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἐπεὶ,(),False,",",False,True,False,False,,,,,,,,,,
ἐπεὶ,ἐπεὶ,ἐπεὶ,ἐπεὶ,εὶ,ε,-20.0,CCONJ,c--------,,mark,0.0,κίνησις,(),False,x̓xxx̀,False,False,False,False,,,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,κίνησις,(),False,xxx̀,False,False,False,False,,,,,,,,,,
κίνησις,κίνησις,κίνησις,κίνησις,σις,κ,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,βέλτιον,(),False,xx́xxxx,False,False,False,False,Nom,Fem,Sing,,,,,,,
ἠρεμίας,ἠρεμίας,ἠρεμίας,ἠρεμίας,́ας,η,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,κίνησις,(),False,x̓xxxx́xx,False,False,False,False,Gen,Fem,Sing,,,,,,,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,case,0.0,γενητοῖς,(),False,x̓x,False,False,False,False,,,,,,,,,,
γενητοῖς,γενητοῖς,γενητοῖς,γενητοῖς,ῖς,γ,-20.0,NOUN,n-p---md-,Case=Dat|Gender=Masc|Number=Plur,obl,0.0,βέλτιον,(),False,xxxx͂x,False,False,False,False,Dat,Masc,Plur,,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,βέλτιον,(),False,·,False,True,False,False,,,,,,,,,,
ἡ,ἡ,ἡ,ἡ,ἡ,η,-20.0,DET,l-s---fn-,Case=Nom|Gender=Fem|Number=Sing,det,0.0,τεχνίτης,(),False,x̔,False,False,False,False,Nom,Fem,Sing,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ζῳοπλαστεῖ,(),False,xx̀,False,False,False,False,,,,,,,,,,
’,’,έ,',’,’,-20.0,ADV,d--------,,advmod,0.0,ζῳοπλαστεῖ,(),False,’,False,True,False,False,,,,,,,,,,
οἷα,οἷα,οἷα,οἷα,̔͂α,ο,-20.0,SCONJ,c--------,,advmod,0.0,διανέμουσα,(),False,xx̔͂x,False,False,False,False,,,,,,,,,,
τεχνίτης,τεχνίτης,τεχνίτης,τεχνίτης,της,τ,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,ζῳοπλαστεῖ,(),False,xxxx́xxx,False,False,False,False,Nom,Fem,Sing,,,,,,,
ἢ,ἢ,ἢ,ἢ,ἢ,η,-20.0,ADV,c--------,,dep,0.0,τεχνίτης,(),False,x̓̀,False,False,False,False,,,,,,,,,,
κυριώτερον,κυριώτερον,κυριώς,κυριώτερον,ρον,κ,-20.0,ADJ,a-s---nac,Case=Acc|Degree=Cmp|Gender=Neut|Number=Sing,advmod,0.0,εἰπεῖν,(),False,xxxx́xxxx,False,False,False,False,Acc,Neut,Sing,,,,,,,Cmp
εἰπεῖν,εἰπεῖν,εἰπεῖν,εἰπεῖν,ῖν,ε,-20.0,VERB,v--ana---,Tense=Past|VerbForm=Inf|Voice=Act,xcomp,0.0,τεχνίτης,(),False,xx̓xxx͂x,False,False,False,False,,,,Past,Inf,Act,,,,
ἀνεπίληπτος,ἀνεπίληπτος,ἀνεπίληπτος,ἀνεπίληπτος,τος,α,-20.0,ADJ,a-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nmod,0.0,τέχνη,(),False,x̓xxxx́xxxx,False,False,False,False,Nom,Fem,Sing,,,,,,,
τέχνη,τέχνη,τέχνη,τέχνη,χνη,τ,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,appos,0.0,τεχνίτης,(),False,xx́xxx,False,False,False,False,Nom,Fem,Sing,,,,,,,
ζῳοπλαστεῖ,ζῳοπλαστεῖ,ζῳοπλαστεῖ,ζῳοπλαστεῖ,εῖ,ζ,-20.0,VERB,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,ROOT,0.0,ζῳοπλαστεῖ,(),False,xxͅxxxx͂,False,False,False,False,,,Sing,Pres,Fin,Act,,Ind,3,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,οὐσίαν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,,
μὲν,μὲν,μὲν,μὲν,ὲν,μ,-20.0,ADV,d--------,,advmod,0.0,διανέμουσα,(),False,xx̀x,False,False,False,False,,,,,,,,,,
ὑγρὰν,ὑγρὰν,ὑγρὰν,ὑγρὰν,ὰν,υ,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,οὐσίαν,(),False,x̔xxx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,,
οὐσίαν,οὐσίαν,οὐσία,οὐσίαν,́αν,ο,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,διανέμουσα,(),False,xx̓xx́xx,False,False,False,False,Acc,Fem,Sing,,,,,,,
εἰς,εἰς,εἰς,εἰς,ἰς,ε,-20.0,ADP,r--------,,case,0.0,μέλη,(),False,xx̓x,False,False,False,False,,,,,,,,,,
τὰ,τὰ,τὰ,τὰ,τὰ,τ,-20.0,DET,l-p---na-,Case=Acc|Gender=Neut|Number=Plur,det,0.0,μέλη,(),False,xx̀,False,False,False,False,Acc,Neut,Plur,,,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---ng-,Case=Gen|Gender=Neut|Number=Sing,det,0.0,σώματος,(),False,xxx͂,False,False,False,False,Gen,Neut,Sing,,,,,,,
σώματος,σώματος,σώματος,σώματος,τος,σ,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,μέλη,(),False,xx́xxxx,False,False,False,False,Gen,Neut,Sing,,,,,,,
μέλη,μέλη,μέλος,μέλη,́λη,μ,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,obl,0.0,διανέμουσα,(),False,xx́xx,False,False,False,False,Acc,Neut,Plur,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,c--------,,cc,0.0,μέλη,(),False,xxx̀,False,False,False,False,,,,,,,,,,
μέρη,μέρη,μέρος,μέρη,́ρη,μ,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,obj,0.0,διανέμουσα,(),False,xx́xx,False,False,False,False,Acc,Neut,Plur,,,,,,,
διανέμουσα,διανέμουσα,διανέμω,διανέμουσα,υσα,δ,-20.0,VERB,v-sppafn-,Case=Nom|Gender=Fem|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,advcl,0.0,ζῳοπλαστεῖ,(),False,xxxx́xxxx,False,False,False,False,Nom,Fem,Sing,Pres,Part,Act,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,τὴν,(),False,",",False,True,False,False,,,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,οὐσίαν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,CCONJ,c--------,,cc,0.0,διανέμουσα,(),False,xx̀,False,False,False,False,,,,,,,,,,
πνευματικὴν,πνευματικὴν,πνευματικὴν,πνευματικὴν,ὴν,π,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,δυνάμεις,(),False,xxxx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,,
εἰς,εἰς,εἰς,εἰς,ἰς,ε,-20.0,ADP,r--------,,case,0.0,δυνάμεις,(),False,xx̓x,False,False,False,False,,,,,,,,,,
τὰς,τὰς,τὰς,τὰς,ὰς,τ,-20.0,DET,l-p---fa-,Case=Acc|Gender=Fem|Number=Plur,det,0.0,δυνάμεις,(),False,xx̀x,False,False,False,False,Acc,Fem,Plur,,,,,,,
τῆς,τῆς,τῆς,τῆς,ῆς,τ,-20.0,DET,l-s---fg-,Case=Gen|Gender=Fem|Number=Sing,det,0.0,ψυχῆς,(),False,xx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,,
ψυχῆς,ψυχῆς,ψυχῆ,ψυχῆς,ῆς,ψ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,δυνάμεις,(),False,xxxx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,,
δυνάμεις,δυνάμεις,δυνάμεις,δυνάμεις,εις,δ,-20.0,NOUN,n-p---fa-,Case=Acc|Gender=Fem|Number=Plur,obj,0.0,ζῳοπλαστεῖ,(),False,xxxx́xxxx,False,False,False,False,Acc,Fem,Plur,,,,,,,
τήν,τήν,τήν,τήν,ήν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,θρεπτικὴν,(),False,xx́x,False,False,False,False,Acc,Fem,Sing,,,,,,,
τε,τε,τε,τε,τε,τ,-20.0,ADV,d--------,,advmod,0.0,θρεπτικὴν,(),True,xx,True,False,False,False,,,,,,,,,,
θρεπτικὴν,θρεπτικὴν,θρεπτικὴν,θρεπτικὴν,ὴν,θ,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,amod,0.0,δυνάμεις,"(αἰσθητικήν,)",False,xxxx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,θρεπτικὴν,(),False,xxx̀,False,False,False,False,,,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,αἰσθητικήν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,,
αἰσθητικήν,αἰσθητικήν,αἰσθητικήν,αἰσθητικήν,ήν,α,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,conj,0.0,θρεπτικὴν,"(θρεπτικὴν,)",False,xx̓xxxx́x,False,False,False,False,Acc,Fem,Sing,,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,ζῳοπλαστεῖ,(),False,·,False,True,False,False,,,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,θεῖον,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,,
γὰρ,γὰρ,γὰρ,γὰρ,ὰρ,γ,-20.0,ADV,d--------,,advmod,0.0,ὑπερθετέον,(),False,xx̀x,False,False,False,False,,,,,,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---mg-,Case=Gen|Gender=Masc|Number=Sing,det,0.0,λογισμοῦ,(),False,xxx͂,False,False,False,False,Gen,Masc,Sing,,,,,,,
λογισμοῦ,λογισμοῦ,λογισμοῦ,λογισμοῦ,οῦ,λ,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,obj,0.0,φάσκοντας,(),False,xxxx͂,False,False,False,False,Gen,Masc,Sing,,,,,,,
τανῦν,τανῦν,τανῦν,τανῦν,ῦν,τ,-20.0,ADV,d--------,,advmod,0.0,ὑπερθετέον,(),False,xxxx͂x,False,False,False,False,,,,,,,,,,
ὑπερθετέον,ὑπερθετέον,ὑπερθετέος,ὑπερθετέον,́ον,υ,-20.0,VERB,v2sama---,Mood=Imp|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,ROOT,0.0,ὑπερθετέον,(),False,x̔xxxx́xx,False,False,False,False,,,Plur,Pres,Fin,Act,,Imp,2,
διὰ,διὰ,διὰ,διὰ,ιὰ,δ,-20.0,ADP,r--------,,case,0.0,φάσκοντας,(),False,xxx̀,False,False,False,False,,,,,,,,,,
τοὺς,τοὺς,τοὺς,τοὺς,ὺς,τ,-20.0,DET,l-p---ma-,Case=Acc|Gender=Masc|Number=Plur,det,0.0,φάσκοντας,(),False,xxx̀x,False,False,False,False,Acc,Masc,Plur,,,,,,,
φάσκοντας,φάσκοντας,φάσκω,φάσκοντας,τας,φ,-20.0,VERB,v-pppama-,Case=Acc|Gender=Masc|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Act,advcl,0.0,ὑπερθετέον,(),False,xx́xxxx,False,False,False,False,Acc,Masc,Plur,Pres,Part,Act,,,,
θύραθεν,θύραθεν,θύραθεν,θύραθεν,θεν,θ,-20.0,ADV,d--------,,advmod,0.0,ἐπεισιέναι,(),False,xx́xxxx,False,False,False,False,,,,,,,,,,
αὐτὸν,αὐτὸν,αὐτὸν,αὐτὸν,ὸν,α,-20.0,PRON,p-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nsubj,0.0,ἐπεισιέναι,(),False,xx̓xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,,
ἐπεισιέναι,ἐπεισιέναι,ἐπεισιέναι,ἐπεισιέναι,ναι,ε,-20.0,VERB,v--rna---,Tense=Fut|VerbForm=Inf|Voice=Act,xcomp,0.0,φάσκοντας,(),False,x̓xxxx́xxx,False,False,False,False,,,,Fut,Inf,Act,,,,
θεῖον,θεῖον,θεῖος,θεῖον,͂ον,θ,-20.0,ADJ,a-s---na-,Case=Acc|Gender=Neut|Number=Sing,obj,0.0,ἐπεισιέναι,"(ἀίδιον,)",False,xxx͂xx,False,False,False,False,Acc,Neut,Sing,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,θεῖον,(),False,xxx̀,False,False,False,False,,,,,,,,,,
ἀίδιον,ἀίδιον,ἀίδιος,ἀίδιον,ιον,α,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,conj,0.0,θεῖον,"(θεῖον,)",False,x̓x́xxxx,False,False,False,False,Acc,Masc,Sing,,,,,,,
ὄντα,ὄντα,ὄντα,ὄντα,ντα,ο,-20.0,AUX,v-sppama-,Case=Acc|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,cop,0.0,θεῖον,(),False,x̓́xxx,False,False,False,False,Acc,Masc,Sing,Pres,Part,Act,,,,
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,ὑπερθετέον,(),False,.,False,True,False,False,,,,,,,,,,
