orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice,Aspect
πᾶσαν,πᾶσαν,πᾶς,πᾶσαν,σαν,π,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,ἀχανῆ,(),False,xx͂xxx,False,False,False,False,Acc,Fem,Sing,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,ἀχανῆ,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,
ἀχανῆ,ἀχανῆ,ἀχανῆς,ἀχανῆ,νῆ,α,-20.0,ADJ,a-s---fa-,Case=Dat|Gender=Fem|Number=Sing,xcomp,0.0,ἐπιβὰς,"(ἐρήμην, χώραν)",False,x̓xxxx͂,False,False,False,False,Dat,Fem,Sing,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ἀχανῆ,(),False,xxx̀,False,False,False,False,,,,,,,,,
ἐρήμην,ἐρήμην,ἐρήμην,ἐρήμην,μην,ε,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,conj,0.0,ἀχανῆ,"(ἀχανῆ, χώραν)",False,x̓xx́xxx,False,False,False,False,Acc,Fem,Sing,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ἀχανῆ,(),False,xxx̀,False,False,False,False,,,,,,,,,
κενὴν,κενὴν,κενὴν,κενὴν,ὴν,κ,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,χώραν,(),False,xxxx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,
χώραν,χώραν,χώρα,χώραν,ραν,χ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,conj,0.0,ἀχανῆ,"(ἀχανῆ, ἐρήμην)",False,xx́xxx,False,False,False,False,Acc,Fem,Sing,,,,,,
ἐπιβὰς,ἐπιβὰς,ἐπιβὰς,ἐπιβὰς,ὰς,ε,-20.0,VERB,v-sapamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act,advcl,0.0,ἐκπεπλήρωκε,(),False,x̓xxxx̀x,False,False,False,False,Nom,Masc,Sing,,,Past,Part,Act,
ἐκπεπλήρωκε,ἐκπεπλήρωκε,ἐκπεπλήρωκε,ἐκπεπλήρωκε,ωκε,ε,-20.0,VERB,v3sria---,Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,ROOT,0.0,ἐκπεπλήρωκε,(),False,x̓xxxx́xxxx,False,False,False,False,,,Sing,Ind,3,Past,Fin,Act,Perf
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,καθήκει,(),False,",",False,True,False,False,,,,,,,,,
ὅση,ὅση,ὅσος,ὅση,́ση,ο,-20.0,ADJ,a-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,καθήκει,(),False,x̔́xx,False,False,False,False,Nom,Fem,Sing,,,,,,
πρὸς,πρὸς,πρὸς,πρὸς,ὸς,π,-20.0,ADP,r--------,,case,0.0,ἡμᾶς,(),False,xxx̀x,False,False,False,False,,,,,,,,,
ἡμᾶς,ἡμᾶς,ἡμᾶς,ἡμᾶς,ᾶς,η,-20.0,PRON,p1p---ma-,Case=Acc|Gender=Masc|Number=Plur|Person=1,obl,0.0,καθήκει,(),False,x̔xx͂x,False,False,False,False,Acc,Masc,Plur,,1,,,,
ἀπὸ,ἀπὸ,ἀπὸ,ἀπὸ,πὸ,α,-20.0,ADP,r--------,,case,0.0,τῶν,(),False,x̓xx̀,False,False,False,False,,,,,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---mg-,Case=Gen|Gender=Masc|Number=Plur,det,0.0,καθήκει,(),False,xx͂x,False,False,False,False,Gen,Masc,Plur,,,,,,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,σελήνην,(),False,xxxx̀,False,False,False,False,,,,,,,,,
σελήνην,σελήνην,σελήνη,σελήνην,νην,σ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,τῶν,(),False,xxxx́xxx,False,False,False,False,Acc,Fem,Sing,,,,,,
καθήκει,καθήκει,καθήκω,καθήκει,κει,κ,-20.0,VERB,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,dep,0.0,ἐκπεπλήρωκε,(),False,xxxx́xxx,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Act,
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,ἐκπεπλήρωκε,(),False,.,False,True,False,False,,,,,,,,,
