orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Mood,Number,Person,Tense,VerbForm,Voice,Case,Gender,Aspect
ὧν,ὧν,ὧν,ὧν,̔͂ν,ω,-20.0,PRON,p-p---mg-,Case=Gen|Gender=Masc|Number=Plur,obl,0.0,περιγίνεται,(),False,x̔͂x,False,False,False,False,,Plur,,,,,Gen,Masc,
ἡ,ἡ,ἡ,ἡ,ἡ,η,-20.0,DET,l-s---fn-,Case=Nom|Gender=Fem|Number=Sing,det,0.0,ζωὴ,(),False,x̔,False,False,False,False,,Sing,,,,,Nom,Fem,
ἀθάνατος,ἀθάνατος,ἀθάνατος,ἀθάνατος,τος,α,-20.0,ADJ,a-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nmod,0.0,ζωὴ,(),False,x̓xx́xxxx,False,False,False,False,,Sing,,,,,Nom,Fem,
ζωὴ,ζωὴ,ζωὴ,ζωὴ,ωὴ,ζ,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,περιγίνεται,(),False,xxx̀,False,False,False,False,,Sing,,,,,Nom,Fem,
περιγίνεται,περιγίνεται,περιγίνομαι,περιγίνεται,ται,π,-20.0,VERB,v3spie---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,ccomp,0.0,ὀλιγωροῦσαν,(),False,xxxx́xxxx,False,False,False,False,Ind,Sing,3,Pres,Fin,Mid,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,εἶδε,(),False,",",False,True,False,False,,,,,,,,,
προὐβάλετο,προὐβάλετο,προὐβάλετο,προὐβάλετο,ετο,π,-20.0,VERB,V-,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Mid,ROOT,0.0,προὐβάλετο,"(ἐφυγάδευσεν, παρασχών)",False,xxxx̓xx́xxxx,False,False,False,False,Ind,Sing,3,Past,Fin,Mid,,,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,εἰκὸς,(),False,xxxx̀,False,False,False,False,,,,,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---na-,Case=Acc|Gender=Neut|Number=Sing,det,0.0,εἰκὸς,(),False,xx̀,False,False,False,False,,Sing,,,,,Acc,Neut,
εἰκὸς,εἰκὸς,εἰκὸς,εἰκὸς,ὸς,ε,-20.0,NOUN,n-s---na-,Case=Acc|Gender=Neut|Number=Sing,obl,0.0,προὐβάλετο,(),False,xx̓xx̀x,False,False,False,False,,Sing,,,,,Acc,Neut,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,προὐβάλετο,(),False,xxx̀,False,False,False,False,,,,,,,,,
ἐφυγάδευσεν,ἐφυγάδευσεν,ἐφυγάδευσεν,ἐφυγάδευσεν,σεν,ε,-20.0,VERB,v3saia---,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,conj,0.0,προὐβάλετο,"(προὐβάλετο, παρασχών)",False,x̓xxxx́xxxx,False,False,False,False,Ind,Sing,3,Past,Fin,Act,,,
ἐκ,ἐκ,ἐκ,ἐκ,ἐκ,ε,-20.0,ADP,r--------,,case,0.0,παραδείσου,(),False,x̓x,False,False,False,False,,,,,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---mg-,Case=Gen|Gender=Masc|Number=Sing,det,0.0,παραδείσου,(),False,xxx͂,False,False,False,False,,Sing,,,,,Gen,Masc,
παραδείσου,παραδείσου,παραδείσος,παραδείσου,σου,π,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,obl,0.0,ἐφυγάδευσεν,(),False,xxxx́xxx,False,False,False,False,,Sing,,,,,Gen,Masc,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,μηδὲ,(),False,",",False,True,False,False,,,,,,,,,
μηδὲ,μηδὲ,μηδὲ,μηδὲ,δὲ,μ,-20.0,CCONJ,C-,,cc,0.0,προὐβάλετο,(),False,xxxx̀,False,False,False,False,,,,,,,,,
’,’,ά,',’,’,-20.0,CCONJ,c--------,,cc,0.0,προὐβάλετο,(),False,’,False,True,False,False,,,,,,,,,
ἐλπίδα,ἐλπίδα,ἐλπίς,ἐλπίδα,́δα,ε,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,παρασχών,(),False,x̓xxx́xx,False,False,False,False,,Sing,,,,,Acc,Fem,
τῆς,τῆς,τῆς,τῆς,ῆς,τ,-20.0,DET,l-s---fg-,Case=Gen|Gender=Fem|Number=Sing,det,0.0,ἐπανόδου,(),False,xx͂x,False,False,False,False,,Sing,,,,,Gen,Fem,
εἰσαῦθις,εἰσαῦθις,εἰσαῦθις,εἰσαῦθις,θις,ε,-20.0,ADV,d--------,,nmod,0.0,ἐπανόδου,(),False,xx̓xxx͂xxx,False,False,False,False,,,,,,,,,
ἐπανόδου,ἐπανόδου,ἐπανόδου,ἐπανόδου,δου,ε,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,ἐλπίδα,(),False,x̓xxxx́xxx,False,False,False,False,,Sing,,,,,Gen,Fem,
δυσίατα,δυσίατα,δυσίατος,δυσίατα,ατα,δ,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,obj,0.0,πλημμελούσῃ,"(ἀθεράπευτα,)",False,xxxx́xxx,False,False,False,False,,Plur,,,,,Acc,Neut,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,δυσίατα,(),False,xxx̀,False,False,False,False,,,,,,,,,
ἀθεράπευτα,ἀθεράπευτα,ἀθεράπευτος,ἀθεράπευτα,υτα,α,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,conj,0.0,δυσίατα,"(δυσίατα,)",False,x̓xxxx́xxxx,False,False,False,False,,Plur,,,,,Acc,Neut,
πλημμελούσῃ,πλημμελούσῃ,πλημμελούσῃ,πλημμελούσῃ,σῃ,π,-20.0,VERB,v-sppafd-,Case=Dat|Gender=Fem|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,nmod,0.0,ἐπανόδου,(),False,xxxx́xxͅ,False,False,False,False,,Sing,,Pres,Part,Act,Dat,Fem,
ψυχῇ,ψυχῇ,ψυχῇ,ψυχῇ,ῇ,ψ,-20.0,NOUN,n-s---fd-,Case=Dat|Gender=Fem|Number=Sing,obl,0.0,παρασχών,(),False,xxxx͂ͅ,False,False,False,False,,Sing,,,,,Dat,Fem,
παρασχών,παρασχών,παρασχών,παρασχών,ών,π,-20.0,VERB,v-sapamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act,conj,0.0,προὐβάλετο,"(προὐβάλετο, ἐφυγάδευσεν)",False,xxxx́x,False,False,False,False,,Sing,,Past,Part,Act,Nom,Masc,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἐπεὶ,(),False,",",False,True,False,False,,,,,,,,,
ἐπεὶ,ἐπεὶ,ἐπεὶ,ἐπεὶ,εὶ,ε,-20.0,CCONJ,c--------,,mark,0.0,ἐπίληπτος,(),False,x̓xxx̀,False,False,False,False,,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,πρόφασις,(),False,xxx̀,False,False,False,False,,,,,,,,,
ἡ,ἡ,ἡ,ἡ,ἡ,η,-20.0,DET,l-s---fn-,Case=Nom|Gender=Fem|Number=Sing,det,0.0,πρόφασις,(),False,x̔,False,False,False,False,,Sing,,,,,Nom,Fem,
τῆς,τῆς,τῆς,τῆς,ῆς,τ,-20.0,DET,l-s---fg-,Case=Gen|Gender=Fem|Number=Sing,det,0.0,ἀπάτης,(),False,xx͂x,False,False,False,False,,Sing,,,,,Gen,Fem,
ἀπάτης,ἀπάτης,ἀπάτη,ἀπάτης,της,α,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,πρόφασις,(),False,x̓xx́xxx,False,False,False,False,,Sing,,,,,Gen,Fem,
πρόφασις,πρόφασις,πρόφασις,πρόφασις,σις,π,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,ἐπίληπτος,(),False,xxx́xxxx,False,False,False,False,,Sing,,,,,Nom,Fem,
ἐπίληπτος,ἐπίληπτος,ἐπίληπτος,ἐπίληπτος,τος,ε,-20.0,ADJ,a-s---fn-,Case=Nom|Gender=Fem|Number=Sing,advcl,0.0,παρασχών,(),False,x̓xx́xxxx,False,False,False,False,,Sing,,,,,Nom,Fem,
ἦν,ἦν,ἦν,ἦν,̓͂ν,η,-20.0,AUX,v3siia---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,cop,0.0,ἐπίληπτος,(),False,x̓͂x,False,False,False,False,Ind,Sing,3,Past,Fin,Act,,,Imp
οὐ,οὐ,οὐ,οὐ,οὐ,ο,-20.0,ADV,d--------,,advmod,0.0,μετρίως,(),False,xx̓,False,False,False,False,,,,,,,,,
μετρίως,μετρίως,μετρίως,μετρίως,́ως,μ,-20.0,ADV,d--------,,advmod,0.0,ἐπίληπτος,(),False,xxxx́xx,False,False,False,False,,,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἄξιον,(),False,",",False,True,False,False,,,,,,,,,
ἣν,ἣν,ἣν,ἣν,̔̀ν,η,-20.0,AUX,v3siia---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,cop,0.0,ἄξιον,(),False,x̔̀x,False,False,False,False,Ind,Sing,3,Past,Fin,Act,,,Imp
οὐ,οὐ,οὐ,οὐ,οὐ,ο,-20.0,ADV,d--------,,advmod,0.0,ἄξιον,(),False,xx̓,False,False,False,False,,,,,,,,,
ἄξιον,ἄξιον,ἄξιος,ἄξιον,ιον,α,-20.0,ADJ,a-s---nn-,Case=Nom|Gender=Neut|Number=Sing,appos,0.0,ἐπίληπτος,(),False,x̓́xxxx,False,False,False,False,,Sing,,,,,Nom,Neut,
παρασιωπῆσαι,παρασιωπῆσαι,παρασιωπῆζω,παρασιωπῆσαι,σαι,π,-20.0,VERB,v--ana---,Tense=Past|VerbForm=Inf|Voice=Act,xcomp,0.0,ἄξιον,(),False,xxxx͂xxx,False,False,False,False,,,,Past,Inf,Act,,,
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,προὐβάλετο,(),False,.,False,True,False,False,,,,,,,,,
