orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Aspect,Mood,Person,Tense,VerbForm,Voice
ἀσωμάτου,ἀσωμάτου,ἀσωμάτου,ἀσωμάτου,του,α,-20.0,ADJ,a-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,οὐσίας,"(νοητῆς,)",False,x̓xxxx́xxx,False,False,False,False,Gen,Fem,Sing,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ἀσωμάτου,(),False,xxx̀,False,False,False,False,,,,,,,,,
νοητῆς,νοητῆς,νοητῆς,νοητῆς,ῆς,ν,-20.0,ADJ,a-s---fg-,Case=Gen|Gender=Fem|Number=Sing,conj,0.0,ἀσωμάτου,"(ἀσωμάτου,)",False,xxxx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,
οὐσίας,οὐσίας,οὐσία,οὐσίας,́ας,ο,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,obl,0.0,ἤγαγε,(),False,xx̓xx́xx,False,False,False,False,Gen,Fem,Sing,,,,,,
ἤγαγε,ἤγαγε,ἤγαγε,ἤγαγε,αγε,η,-20.0,VERB,V-,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,acl,0.0,ἀριθμὸν,(),False,x̓́xxxx,False,False,False,False,,,Sing,,Ind,3,Past,Fin,Act
εἰς,εἰς,εἰς,εἰς,ἰς,ε,-20.0,ADP,R-,,case,0.0,ἔννοιαν,(),False,xx̓x,False,False,False,False,,,,,,,,,
ἔννοιαν,ἔννοιαν,ἔννοιη,ἔννοιαν,ιαν,ε,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,ἤγαγε,(),False,x̓́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,,
ἡμᾶς,ἡμᾶς,ἡμᾶς,ἡμᾶς,ᾶς,η,-20.0,PRON,p1p---ma-,Case=Acc|Gender=Masc|Number=Plur|Person=1,obj,0.0,ἤγαγε,(),False,x̔xx͂x,False,False,False,False,Acc,Masc,Plur,,,1,,,
τριχῆ,τριχῆ,τριχῆ,τριχῆ,χῆ,τ,-20.0,ADV,d--------,,advmod,0.0,διαστατοῦ,(),False,xxxx͂,False,False,False,False,,,,,,,,,
διαστατοῦ,διαστατοῦ,διαστατοῦ,διαστατοῦ,οῦ,δ,-20.0,ADJ,a-s---ng-,Case=Gen|Gender=Neut|Number=Sing,amod,0.0,σώματος,(),False,xxxx͂,False,False,False,False,Gen,Neut,Sing,,,,,,
σώματος,σώματος,σώματος,σώματος,τος,σ,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,obl,0.0,ἤγαγε,(),False,xx́xxxx,False,False,False,False,Gen,Neut,Sing,,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---ng-,Case=Gen|Gender=Neut|Number=Sing,det,0.0,πρῶιον,(),False,xxx͂,False,False,False,False,Gen,Neut,Sing,,,,,,
φύσει,φύσει,φύσις,φύσει,σει,φ,-20.0,ADV,d--------,,obl,0.0,πρῶιον,(),False,xx́xxx,False,False,False,False,,,,,,,,,
πρῶιον,πρῶιον,πρῶιος,πρῶιον,ιον,π,-20.0,ADJ,a-s---na-,Case=Acc|Gender=Neut|Number=Sing,advmod,0.0,σώματος,(),False,xxx͂xxx,False,False,False,False,Acc,Neut,Sing,,,,,,
αἰσθητοῦ.,αἰσθητοῦ.,αἰσθητοῦ.,αἰσθητοῦ.,ῦ.,α,-20.0,ADJ,a-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,χρῆμα,(),False,xx̓xxxx͂.,False,False,False,False,Gen,Neut,Sing,,,,,,
