orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Aspect,Mood,Person,Tense,VerbForm,Voice,Degree
δημιουργός,δημιουργός,δημιουργός,δημιουργός,ός,δ,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nmod,0.0,οὐρανὸν,(),False,xxxx́x,False,False,False,False,Nom,Masc,Sing,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,προσηγόρευσεν,(),False,",",False,True,False,False,,,,,,,,,,
ὃν,ὃν,ὃν,ὃν,̔̀ν,ο,-20.0,PRON,p-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obj,0.0,προσηγόρευσεν,(),False,x̔̀x,False,False,False,False,Acc,Masc,Sing,,,,,,,
ἐτύμως,ἐτύμως,ἐτύμος,ἐτύμως,μως,ε,-20.0,ADV,d--------,,advmod,0.0,προσηγόρευσεν,(),False,x̓xx́xxx,False,False,False,False,,,,,,,,,,
στερέωμα,στερέωμα,στερέωμα,στερέωμα,ωμα,σ,-20.0,NOUN,n-s---na-,Case=Acc|Gender=Neut|Number=Sing,xcomp,0.0,προσηγόρευσεν,(),False,xxxx́xxx,False,False,False,False,Acc,Neut,Sing,,,,,,,
προσηγόρευσεν,προσηγόρευσεν,προσηγόρευσεν,προσηγόρευσεν,σεν,π,-20.0,VERB,v3saia---,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,acl,0.0,οὐρανὸν,(),False,xxxx́xxxx,False,False,False,False,,,Sing,,Ind,3,Past,Fin,Act,
ἅτε,ἅτε,ἅτε,ἅτε,́τε,α,-20.0,ADV,d--------,,advmod,0.0,σωματικὸν,(),False,x̔́xx,False,False,False,False,,,,,,,,,,
σωματικὸν,σωματικὸν,σωματικὸν,σωματικὸν,ὸν,σ,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,dep,0.0,προσηγόρευσεν,(),False,xxxx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,,
ὄντα,ὄντα,ὄντα,ὄντα,ντα,ο,-20.0,AUX,v-sppama-,Case=Acc|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,cop,0.0,σωματικὸν,(),False,x̓́xxx,False,False,False,False,Acc,Masc,Sing,,,,Pres,Part,Act,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,ἐποίει,(),False,·,False,True,False,False,,,,,,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---nn-,Case=Nom|Gender=Neut|Number=Sing,det,0.0,σῶμα,(),False,xx̀,False,False,False,False,Nom,Neut,Sing,,,,,,,
γὰρ,γὰρ,γὰρ,γὰρ,ὰρ,γ,-20.0,ADV,d--------,,advmod,0.0,στερεόν,(),False,xx̀x,False,False,False,False,,,,,,,,,,
σῶμα,σῶμα,σῶμα,σῶμα,͂μα,σ,-20.0,NOUN,n-s---nn-,Case=Nom|Gender=Neut|Number=Sing,nsubj,0.0,στερεόν,(),False,xx͂xx,False,False,False,False,Nom,Neut,Sing,,,,,,,
φύσει,φύσει,φύσις,φύσει,σει,φ,-20.0,NOUN,n-s---fd-,Case=Dat|Gender=Fem|Number=Sing,obl,0.0,στερεόν,(),False,xx́xxx,False,False,False,False,Dat,Fem,Sing,,,,,,,
στερεόν,στερεόν,στερεός,στερεόν,όν,σ,-20.0,ADJ,a-s---nn-,Case=Nom|Gender=Neut|Number=Sing,ROOT,0.0,στερεόν,(),False,xxxx́x,False,False,False,False,Nom,Neut,Sing,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,διαστατον,(),False,",",False,True,False,False,,,,,,,,,,
ὅτιπερ,ὅτιπερ,ὅτιπερ,ὅτιπερ,περ,ο,-20.0,ADV,d--------,,advmod,0.0,διαστατον,(),False,x̔́xxxx,False,False,False,False,,,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,διαστατον,(),False,xxx̀,False,False,False,False,,,,,,,,,,
τριχη,τριχη,τριχῃ,τριχη,ιχη,τ,-20.0,ADV,d--------,,advmod,0.0,διαστατον,(),False,xxxx,True,False,False,False,,,,,,,,,,
διαστατον,διαστατον,διασς,διαστατον,τον,δ,-20.0,ADJ,a-s---nns,Case=Nom|Degree=Sup|Gender=Neut|Number=Sing,advcl,0.0,στερεόν,(),False,xxxx,True,False,False,False,Nom,Neut,Sing,,,,,,,Sup
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,στερεόν,(),False,·,False,True,False,False,,,,,,,,,,
στερεοῦ,στερεοῦ,στερεοῦ,στερεοῦ,οῦ,σ,-20.0,ADJ,a-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,ἔννοια,(),False,xxxx͂,False,False,False,False,Gen,Neut,Sing,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ἔννοια,(),False,xx̀,False,False,False,False,,,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,dep,0.0,ἔννοια,(),False,xxx̀,False,False,False,False,,,,,,,,,,
σώματος,σώματος,σώματος,σώματος,τος,σ,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,dep,0.0,ἔννοια,(),False,xx́xxxx,False,False,False,False,Gen,Neut,Sing,,,,,,,
ἔννοια,ἔννοια,ἔννοια,ἔννοια,οια,ε,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,ROOT,0.0,ἔννοια,(),False,x̓́xxxx,False,False,False,False,Nom,Fem,Sing,,,,,,,
τίς,τίς,τίς,τίς,ίς,τ,-20.0,PRON,p-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nmod,0.0,ἔννοια,(),False,xx́x,False,False,False,False,Nom,Fem,Sing,,,,,,,
ἑτέρα,ἑτέρα,ἑτέρος,ἑτέρα,́ρα,ε,-20.0,ADJ,a-p---nn-,Case=Nom|Gender=Neut|Number=Plur,amod,0.0,ἔννοια,(),False,x̔xx́xx,False,False,False,False,Nom,Neut,Plur,,,,,,,
πλὴν,πλὴν,πλὴν,πλὴν,ὴν,π,-20.0,ADP,r--------,,case,0.0,διεστηκός,(),False,xxx̀x,False,False,False,False,,,,,,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---na-,Case=Acc|Gender=Neut|Number=Sing,det,0.0,διεστηκός,(),False,xx̀,False,False,False,False,Acc,Neut,Sing,,,,,,,
πάντη,πάντη,πάντη,πάντη,ντη,π,-20.0,ADV,d--------,,advmod,0.0,διεστηκός,(),False,xx́xxx,False,False,False,False,,,,,,,,,,
διεστηκός,διεστηκός,διεστηκός,διεστηκός,ός,δ,-20.0,VERB,v-srpann-,Aspect=Perf|Case=Nom|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act,nmod,0.0,ἔννοια,(),False,xxxx́x,False,False,False,False,Nom,Neut,Sing,Perf,,,Past,Part,Act,
;,;,;,;,;,;,-20.0,PUNCT,u--------,,punct,0.0,ἔννοια,(),False,;,False,True,False,False,,,,,,,,,,
