orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Aspect,Mood,Person,Tense,VerbForm,Voice,Degree
ὀλίγα,ὀλίγα,ὀλίγος,ὀλίγα,́γα,ο,-20.0,ADJ,A-,Case=Nom|Gender=Neut|Number=Plur,nmod,0.0,ῥηθέντα,(),False,x̓xx́xx,False,False,False,False,Nom,Neut,Plur,,,,,,,
δείγματα,δείγματα,δείγματον,δείγματα,ατα,δ,-20.0,NOUN,n-p---nn-,Case=Nom|Gender=Neut|Number=Plur,ROOT,0.0,δείγματα,(),False,xxx́xxxx,False,False,False,False,Nom,Neut,Plur,,,,,,,
τῆς,τῆς,τῆ,τῆς,ῆς,τ,-20.0,DET,l-s---fg-,Case=Gen|Gender=Fem|Number=Sing,dep,0.0,δείγματα,(),False,xx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---mg-,Case=Gen|Gender=Masc|Number=Plur,det,0.0,συμπάντων,(),False,xx͂x,False,False,False,False,Gen,Masc,Plur,,,,,,,
συμπάντων,συμπάντων,συμπάντων,συμπάντων,των,σ,-20.0,ADJ,a-p---mg-,Case=Gen|Gender=Masc|Number=Plur,fixed,0.0,τῆς,(),False,xxxx́xxxx,False,False,False,False,Gen,Masc,Plur,,,,,,,
ἐστὶ,ἐστὶ,ἐστὶ,ἐστὶ,τὶ,ε,-20.0,AUX,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,cop,0.0,δείγματα,(),False,x̓xxx̀,False,False,False,False,,,Sing,,Ind,3,Pres,Fin,Act,
φύσεως,φύσεως,φύσεω,φύσεως,εως,φ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,δείγματα,(),False,xx́xxxx,False,False,False,False,Gen,Fem,Sing,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,τελεσιουργεῖ,(),False,",",False,True,False,False,,,,,,,,,,
ἥτις,ἥτις,ἥτις,ἥτις,τις,η,-20.0,PRON,p-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,τελεσιουργεῖ,(),False,x̔́xxx,False,False,False,False,Nom,Fem,Sing,,,,,,,
ἄνευ,ἄνευ,ἄνευ,ἄνευ,νευ,α,-20.0,ADP,r--------,,case,0.0,παραδείγματος,(),False,x̓́xxx,False,False,False,False,,,,,,,,,,
ἀσωμάτου,ἀσωμάτου,ἀσωμάτου,ἀσωμάτου,του,α,-20.0,ADJ,a-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,παραδείγματος,(),False,x̓xxxx́xxx,False,False,False,False,Gen,Neut,Sing,,,,,,,
παραδείγματος,παραδείγματος,παραδείγματος,παραδείγματος,τος,π,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,obl,0.0,τελεσιουργεῖ,(),False,xxxx́xxxx,False,False,False,False,Gen,Neut,Sing,,,,,,,
οὐδὲν,οὐδὲν,οὐδὲν,οὐδὲν,ὲν,ο,-20.0,ADJ,a-s---na-,Case=Acc|Gender=Neut|Number=Sing,obj,0.0,τελεσιουργεῖ,(),False,xx̓xx̀x,False,False,False,False,Acc,Neut,Sing,,,,,,,
τελεσιουργεῖ,τελεσιουργεῖ,τελεσιουργεῖ,τελεσιουργεῖ,εῖ,τ,-20.0,VERB,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,acl,0.0,φύσεως,(),False,xxxx͂,False,False,False,False,,,Sing,,Ind,3,Pres,Fin,Act,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---mg-,Case=Gen|Gender=Masc|Number=Plur,dep,0.0,τελεσιουργεῖ,(),False,xx͂x,False,False,False,False,Gen,Masc,Plur,,,,,,,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,case,0.0,αἰσθήσει,(),False,x̓x,False,False,False,False,,,,,,,,,,
αἰσθήσει,αἰσθήσει,αἰσθήσει,αἰσθήσει,σει,α,-20.0,NOUN,n-s---fd-,Case=Dat|Gender=Fem|Number=Sing,nmod,0.0,τῶν,(),False,xx̓xxx́xxx,False,False,False,False,Dat,Fem,Sing,,,,,,,
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,δείγματα,(),False,.,False,True,False,False,,,,,,,,,,
