orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Aspect,Mood,Person,Tense,VerbForm,Voice
τῷδε,τῷδε,τῷδε,τῷδε,ͅδε,τ,-20.0,ADJ,a-s---md-,Case=Dat|Gender=Masc|Number=Sing,nmod,0.0,κόσμῳ,(),False,xx͂ͅxx,False,False,False,False,Dat,Masc,Sing,,,,,,
τῷ,τῷ,τῷ,τῷ,ῷ,τ,-20.0,DET,l-s---md-,Case=Dat|Gender=Masc|Number=Sing,det,0.0,κόσμῳ,(),False,xx͂ͅ,False,False,False,False,Dat,Masc,Sing,,,,,,
κόσμῳ,κόσμῳ,κόσμῳ,κόσμῳ,μῳ,κ,-20.0,NOUN,n-s---md-,Case=Dat|Gender=Masc|Number=Sing,obl,0.0,κατασκευάζον,(),False,xx́xxxͅ,False,False,False,False,Dat,Masc,Sing,,,,,,
τὸν,τὸν,τὸς,τὸν,ὸν,τ,-20.0,DET,l-s---ma-,Case=Acc|Gender=Masc|Number=Sing,det,0.0,ἔφορον,(),False,xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,
ἔφορον,ἔφορον,ἔφορος,ἔφορον,ρον,ε,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obj,0.0,κατασκευάζον,"(βραβευτὴν, δικαστὴν)",False,x̓́xxxx,False,False,False,False,Acc,Masc,Sing,,,,,,
ἢ,ἢ,ἢ,ἢ,ἢ,η,-20.0,CCONJ,d--------,,advmod,0.0,ἔφορον,(),False,x̓̀,False,False,False,False,,,,,,,,,
βραβευτὴν,βραβευτὴν,βραβευτὴς,βραβευτὴν,ὴν,β,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,conj,0.0,ἔφορον,"(ἔφορον, δικαστὴν)",False,xxxx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,
ἢ,ἢ,ἢ,ἢ,ἢ,η,-20.0,CCONJ,c--------,,cc,0.0,ἔφορον,(),False,x̓̀,False,False,False,False,,,,,,,,,
δικαστὴν,δικαστὴν,δικαστὴς,δικαστὴν,ὴν,δ,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,conj,0.0,ἔφορον,"(ἔφορον, βραβευτὴν)",False,xxxx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,
οὐ,οὐ,οὐ,οὐ,οὐ,ο,-20.0,ADV,d--------,,advmod,0.0,ἔχοντι,(),False,xx̓,False,False,False,False,,,,,,,,,
ἔχοντι,ἔχοντι,ἔχω,ἔχοντι,ντι,ε,-20.0,VERB,v-sppamd-,Case=Dat|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,advcl,0.0,κατασκευάζον,(),False,x̓́xxxx,False,False,False,False,Dat,Masc,Sing,,,,Pres,Part,Act
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,πάντα᾽,(),False,",",False,True,False,False,,,,,,,,,
ὑπὸ᾽,ὑπὸ᾽,ὑπὸ᾽,ὑπὸ᾽,ὸ᾽,υ,-20.0,ADV,d--------,,advmod,0.0,πάντα᾽,(),False,x̔xx̀᾽,False,False,False,False,,,,,,,,,
οὗ,οὗ,οὗ,οὗ,ὗ,ο,-20.0,ADV,d--------,,advmod,0.0,πάντα᾽,(),False,xx̔͂,False,False,False,False,,,,,,,,,
πάντα᾽,πάντα᾽,πάντα᾽,πάντα᾽,τα᾽,π,-20.0,PUNCT,V-,,obl,0.0,κατασκευάζον,(),False,xx́xxx᾽,False,False,False,False,,,,,,,,,
οἰκονομεῖσθαι,οἰκονομεῖσθαι,οἰκονομεῖσθαι,οἰκονομεῖσθαι,θαι,ο,-20.0,VERB,v--pne---,Tense=Pres|VerbForm=Inf|Voice=Pass,ccomp,0.0,κατασκευάζον,"(πρυτανεύεσθαι,)",False,xx̓xxxx͂xxxx,False,False,False,False,,,,,,,Pres,Inf,Pass
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,οἰκονομεῖσθαι,(),False,xxx̀,False,False,False,False,,,,,,,,,
πρυτανεύεσθαι,πρυτανεύεσθαι,πρυτανεύω,πρυτανεύεσθαι,θαι,π,-20.0,VERB,v--pne---,Tense=Pres|VerbForm=Inf|Voice=Pass,conj,0.0,οἰκονομεῖσθαι,"(οἰκονομεῖσθαι,)",False,xxxx́xxxx,False,False,False,False,,,,,,,Pres,Inf,Pass
θέμις,θέμις,θέμις,θέμις,μις,θ,-20.0,NOUN,n-p---fa-,Case=Acc|Gender=Fem|Number=Plur,nsubj,0.0,οἰκονομεῖσθαι,(),False,xx́xxx,False,False,False,False,Acc,Fem,Plur,,,,,,
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,κατασκευάζον,(),False,.,False,True,False,False,,,,,,,,,
