orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Tense,VerbForm,Voice,Degree,Aspect,Mood,Person
οὐρανὸν,οὐρανὸν,οὐρανὸς,οὐρανὸν,ὸν,ο,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obj,0.0,ἐποίει,(),False,xx̓xxxx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,,
ἐποίει,ἐποίει,ἐποίημι,ἐποίει,́ει,ε,-20.0,VERB,v3siia---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,ROOT,0.0,ἐποίει,(),False,x̓xxx́xx,False,False,False,False,,,Sing,Past,Fin,Act,,Imp,Ind,3
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,τέλος,(),False,",",False,True,False,False,,,,,,,,,,
τέλος,τέλος,τέλος,τέλος,λος,τ,-20.0,NOUN,n-s---na-,Case=Acc|Gender=Neut|Number=Sing,conj,0.0,ἀρχὴν,"(ἀρχὴν, τέλος, ἄνθρωπον)",False,xx́xxx,False,False,False,False,Acc,Neut,Sing,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ἐποίει,(),False,xx̀,False,False,False,False,,,,,,,,,,
ἄνθρωπον,ἄνθρωπον,ἄνθρωπος,ἄνθρωπον,πον,α,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,conj,0.0,ἀρχὴν,"(ἀρχὴν, τέλος, τέλος)",False,x̓́xxxx,False,False,False,False,Acc,Masc,Sing,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,τὸν,(),False,",",False,True,False,False,,,,,,,,,,
τὸν,τὸν,τὸν,τὸν,ὸν,τ,-20.0,DET,l-s---ma-,Case=Acc|Gender=Masc|Number=Sing,det,0.0,τελειότατον,(),False,xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,,
μὲν,μὲν,μὲν,μὲν,ὲν,μ,-20.0,ADV,d--------,,advmod,0.0,τελειότατον,(),False,xx̀x,False,False,False,False,,,,,,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---mg-,Case=Gen|Gender=Masc|Number=Plur,det,0.0,αἰσθητοῖς,(),False,xx͂x,False,False,False,False,Gen,Masc,Plur,,,,,,,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,case,0.0,αἰσθητοῖς,(),False,x̓x,False,False,False,False,,,,,,,,,,
αἰσθητοῖς,αἰσθητοῖς,αἰσθητοῖς,αἰσθητοῖς,ῖς,α,-20.0,ADJ,a-p---nd-,Case=Dat|Gender=Neut|Number=Plur,advmod,0.0,τελειότατον,(),False,xx̓xxxx͂x,False,False,False,False,Dat,Neut,Plur,,,,,,,
ἀφθάρτων,ἀφθάρτων,ἀφθάρτων,ἀφθάρτων,των,α,-20.0,ADJ,a-p---mg-,Case=Gen|Gender=Masc|Number=Plur,nmod,0.0,αἰσθητοῖς,(),False,x̓xxx́xxxx,False,False,False,False,Gen,Masc,Plur,,,,,,,
τελειότατον,τελειότατον,τελειός,τελειότατον,τον,τ,-20.0,ADJ,a-s---mas,Case=Acc|Degree=Sup|Gender=Masc|Number=Sing,dep,0.0,ἐποίει,(),False,xxxx́xxxx,False,False,False,False,Acc,Masc,Sing,,,,Sup,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,τὸν,(),False,",",False,True,False,False,,,,,,,,,,
τὸν,τὸν,τὸν,τὸν,ὸν,τ,-20.0,DET,l-s---ma-,Case=Acc|Gender=Masc|Number=Sing,det,0.0,ἀρχὴν,(),False,xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,CCONJ,c--------,,dep,0.0,ἐποίει,(),False,xx̀,False,False,False,False,,,,,,,,,,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---mg-,Case=Gen|Gender=Masc|Number=Plur,det,0.0,γηγενῶν,(),False,xx͂x,False,False,False,False,Gen,Masc,Plur,,,,,,,
γηγενῶν,γηγενῶν,γηγενῶν,γηγενῶν,ῶν,γ,-20.0,ADJ,a-p---mg-,Case=Gen|Gender=Masc|Number=Plur,amod,0.0,ἄριστον,"(φθαρτῶν,)",False,xxxx͂x,False,False,False,False,Gen,Masc,Plur,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,γηγενῶν,(),False,xxx̀,False,False,False,False,,,,,,,,,,
φθαρτῶν,φθαρτῶν,φθαρτῶν,φθαρτῶν,ῶν,φ,-20.0,ADJ,a-p---mg-,Case=Gen|Gender=Masc|Number=Plur,conj,0.0,γηγενῶν,"(γηγενῶν,)",False,xxxx͂x,False,False,False,False,Gen,Masc,Plur,,,,,,,
ἄριστον,ἄριστον,ἄριστος,ἄριστον,τον,α,-20.0,ADJ,a-s---mas,Case=Acc|Degree=Sup|Gender=Masc|Number=Sing,conj,0.0,τέχναις,"(τέχναις, ἐπιστήμαις)",False,x̓́xxxx,False,False,False,False,Acc,Masc,Sing,,,,Sup,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,βραχύν,(),False,",",False,True,False,False,,,,,,,,,,
βραχύν,βραχύν,βραχύς,βραχύν,ύν,β,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,dep,0.0,ἐποίει,(),False,xxxx́x,False,False,False,False,Acc,Masc,Sing,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,δεῖ,(),False,",",False,True,False,False,,,,,,,,,,
εἰ,εἰ,εἰ,εἰ,εἰ,ε,-20.0,SCONJ,c--------,,mark,0.0,δεῖ,(),False,xx̓,False,False,False,False,,,,,,,,,,
δεῖ,δεῖ,δεῖ,δεῖ,εῖ,δ,-20.0,VERB,v3siia---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,advcl,0.0,ἐποίει,(),False,xxx͂,False,False,False,False,,,Sing,Past,Fin,Act,,Imp,Ind,3
τἀληθὲς,τἀληθὲς,τἀληθὲς,τἀληθὲς,ὲς,τ,-20.0,ADJ,a-s---na-,Case=Acc|Gender=Neut|Number=Sing,obj,0.0,εἰπεῖν,(),False,xx̓xxxx̀x,False,False,False,False,Acc,Neut,Sing,,,,,,,
εἰπεῖν,εἰπεῖν,εἰπεῖν,εἰπεῖν,ῖν,ε,-20.0,VERB,v--ana---,Tense=Past|VerbForm=Inf|Voice=Act,advcl,0.0,δεῖ,(),False,xx̓xxx͂x,False,False,False,False,,,,Past,Inf,Act,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἀγαλματοφοροῦντα,(),False,",",False,True,False,False,,,,,,,,,,
οὐρανὸν,οὐρανὸν,οὐρανὸς,οὐρανὸν,ὸν,ο,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obj,0.0,ἀγαλματοφοροῦντα,"(θεωρήμασιν,)",False,xx̓xxxx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,,
πολλὰς,πολλὰς,πολλὰς,πολλὰς,ὰς,π,-20.0,ADJ,a-p---fa-,Case=Acc|Gender=Fem|Number=Plur,nmod,0.0,φύσεις,(),False,xxxx̀x,False,False,False,False,Acc,Fem,Plur,,,,,,,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,case,0.0,αὑτῷ,(),False,x̓x,False,False,False,False,,,,,,,,,,
αὑτῷ,αὑτῷ,αὑτῷ,αὑτῷ,ῷ,α,-20.0,PRON,p-s---md-,Case=Dat|Gender=Masc|Number=Sing,nmod,0.0,πολλὰς,(),False,xx̔xx͂ͅ,False,False,False,False,Dat,Masc,Sing,,,,,,,
φύσεις,φύσεις,φύσις,φύσεις,εις,φ,-20.0,NOUN,n-p---fa-,Case=Acc|Gender=Fem|Number=Plur,obj,0.0,ἀγαλματοφοροῦντα,(),False,xx́xxxx,False,False,False,False,Acc,Fem,Plur,,,,,,,
ἀστεροειδεῖς,ἀστεροειδεῖς,ἀστεροειδεῖς,ἀστεροειδεῖς,ῖς,α,-20.0,ADJ,a-p---fa-,Case=Acc|Gender=Fem|Number=Plur,nmod,0.0,φύσεις,(),False,x̓xxxx͂x,False,False,False,False,Acc,Fem,Plur,,,,,,,
ἀγαλματοφοροῦντα,ἀγαλματοφοροῦντα,ἀγαλματοφοροῦντα,ἀγαλματοφοροῦντα,ντα,α,-20.0,VERB,v-sppama-,Case=Acc|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,advcl,0.0,δεῖ,(),False,x̓xxxx͂xxx,False,False,False,False,Acc,Masc,Sing,Pres,Part,Act,,,,
τέχναις,τέχναις,τέχνη,τέχναις,αις,τ,-20.0,NOUN,n-p---fd-,Case=Dat|Gender=Fem|Number=Plur,obl,0.0,ἀγαλματοφοροῦντα,"(ἐπιστήμαις,)",False,xx́xxxx,False,False,False,False,Dat,Fem,Plur,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,cc,0.0,τέχναις,(),False,xxx̀,False,False,False,False,,,,,,,,,,
ἐπιστήμαις,ἐπιστήμαις,ἐπιστήμη,ἐπιστήμαις,αις,ε,-20.0,NOUN,n-p---fd-,Case=Dat|Gender=Fem|Number=Plur,conj,0.0,τέχναις,"(τέχναις,)",False,x̓xxxx́xxxx,False,False,False,False,Dat,Fem,Plur,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ἀγαλματοφοροῦντα,(),False,xxx̀,False,False,False,False,,,,,,,,,,
τοῖς,τοῖς,τοῖς,τοῖς,ῖς,τ,-20.0,DET,l-p---nd-,Case=Dat|Gender=Neut|Number=Plur,det,0.0,θεωρήμασιν,(),False,xxx͂x,False,False,False,False,Dat,Neut,Plur,,,,,,,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,ἀρετὴν,(),False,xxxx̀,False,False,False,False,,,,,,,,,,
’,’,ά,',’,’,-20.0,ADP,r--------,,case,0.0,ἀρετὴν,(),False,’,False,True,False,False,,,,,,,,,,
ἑκάστην,ἑκάστην,ἑκάστοξ,ἑκάστην,την,ε,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,ἀρετὴν,(),False,x̔xx́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,,,
ἀρετὴν,ἀρετὴν,ἀρετὴ,ἀρετὴν,ὴν,α,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,θεωρήμασιν,(),False,x̓xxxx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,,
ἀοιδίμοις,ἀοιδίμοις,ἀοιδίμοις,ἀοιδίμοις,οις,α,-20.0,ADJ,a-p---nd-,Case=Dat|Gender=Neut|Number=Plur,nmod,0.0,θεωρήμασιν,(),False,x̓xxxx́xxxx,False,False,False,False,Dat,Neut,Plur,,,,,,,
θεωρήμασιν,θεωρήμασιν,θεωρήμασιν,θεωρήμασιν,σιν,θ,-20.0,NOUN,n-p---nd-,Case=Dat|Gender=Neut|Number=Plur,conj,0.0,οὐρανὸν,"(οὐρανὸν,)",False,xxxx́xxxx,False,False,False,False,Dat,Neut,Plur,,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,ἐποίει,(),False,·,False,True,False,False,,,,,,,,,,
ἐπειδὴ,ἐπειδὴ,ἐπειδὴ,ἐπειδὴ,δὴ,ε,-20.0,CCONJ,c--------,,mark,0.0,προσένειμεν,(),False,x̓xxxx̀,False,False,False,False,,,,,,,,,,
γὰρ,γὰρ,γὰρ,γὰρ,ὰρ,γ,-20.0,ADV,d--------,,advmod,0.0,προσένειμεν,(),False,xx̀x,False,False,False,False,,,,,,,,,,
ἐναντία,ἐναντία,ἐναντίος,ἐναντία,ία,ε,-20.0,ADJ,a-p---na-,Case=Acc|Gender=Neut|Number=Plur,amod,0.0,φθαρτὸν,(),False,x̓xxxx́x,False,False,False,False,Acc,Neut,Plur,,,,,,,
φύσει,φύσει,φύσις,φύσει,σει,φ,-20.0,NOUN,n-s---fd-,Case=Dat|Gender=Fem|Number=Sing,obl,0.0,ἐναντία,(),False,xx́xxx,False,False,False,False,Dat,Fem,Sing,,,,,,,
τό,τό,τό,τό,τό,τ,-20.0,DET,l-s---nn-,Case=Nom|Gender=Neut|Number=Sing,det,0.0,φθαρτὸν,(),False,xx́,False,False,False,False,Nom,Neut,Sing,,,,,,,
τε,τε,τε,τε,τε,τ,-20.0,ADV,d--------,,advmod,0.0,φθαρτὸν,(),True,xx,True,False,False,False,,,,,,,,,,
φθαρτὸν,φθαρτὸν,φθαρτὸς,φθαρτὸν,ὸν,φ,-20.0,ADJ,a-s---nn-,Case=Nom|Gender=Neut|Number=Sing,nsubj,0.0,προσένειμεν,"(ἄφθαρτον,)",False,xxxx̀x,False,False,False,False,Nom,Neut,Sing,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,φθαρτὸν,(),False,xxx̀,False,False,False,False,,,,,,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---nn-,Case=Nom|Gender=Neut|Number=Sing,det,0.0,ἄφθαρτον,(),False,xx̀,False,False,False,False,Nom,Neut,Sing,,,,,,,
ἄφθαρτον,ἄφθαρτον,ἄφθαρτος,ἄφθαρτον,τον,α,-20.0,ADJ,a-s---nn-,Case=Nom|Gender=Neut|Number=Sing,conj,0.0,φθαρτὸν,"(φθαρτὸν,)",False,x̓́xxxx,False,False,False,False,Nom,Neut,Sing,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,φθαρτὸν,(),False,",",False,True,False,False,,,,,,,,,,
εἴδους,εἴδους,εἴδους,εἴδους,ους,ε,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,κάλλιστον,(),False,xx̓́xxxx,False,False,False,False,Gen,Neut,Sing,,,,,,,
ἑκατέρου,ἑκατέρου,ἑκατέρου,ἑκατέρου,ρου,ε,-20.0,ADJ,a-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,εἴδους,(),False,x̔xxxx́xxx,False,False,False,False,Gen,Neut,Sing,,,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---na-,Case=Acc|Gender=Neut|Number=Sing,det,0.0,κάλλιστον,(),False,xx̀,False,False,False,False,Acc,Neut,Sing,,,,,,,
κάλλιστον,κάλλιστον,κάλλιστον,κάλλιστον,τον,κ,-20.0,ADJ,a-s---na-,Case=Acc|Degree=Sup|Gender=Neut|Number=Sing,obj,0.0,προσένειμεν,(),False,xx́xxxx,False,False,False,False,Acc,Neut,Sing,,,,Sup,,,
ἀρχῇ,ἀρχῇ,ἀρχῇ,ἀρχῇ,ῇ,α,-20.0,NOUN,n-s---fd-,Case=Dat|Gender=Fem|Number=Sing,obl,0.0,προσένειμεν,"(τέλει,)",False,x̓xxx͂ͅ,False,False,False,False,Dat,Fem,Sing,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ἀρχῇ,(),False,xxx̀,False,False,False,False,,,,,,,,,,
τέλει,τέλει,τέλος,τέλει,λει,τ,-20.0,NOUN,n-s---nd-,Case=Dat|Gender=Neut|Number=Sing,conj,0.0,ἀρχῇ,"(ἀρχῇ,)",False,xx́xxx,False,False,False,False,Dat,Neut,Sing,,,,,,,
προσένειμεν,προσένειμεν,προσένειμεν,προσένειμεν,μεν,π,-20.0,VERB,v--ana---,Tense=Past|VerbForm=Inf|Voice=Act,advcl,0.0,ἀρχῇ,(),False,xxxx́xxxx,False,False,False,False,,,,Past,Inf,Act,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,προσένειμεν,(),False,",",False,True,False,False,,,,,,,,,,
ἀρχῇ,ἀρχῇ,ἀρχῇ,ἀρχῇ,ῇ,α,-20.0,NOUN,n-s---fd-,Case=Dat|Gender=Fem|Number=Sing,ROOT,0.0,ἀρχῇ,(),False,x̓xxx͂ͅ,False,False,False,False,Dat,Fem,Sing,,,,,,,
μὲν,μὲν,μὲν,μὲν,ὲν,μ,-20.0,ADV,d--------,,advmod,0.0,ἀρχῇ,(),False,xx̀x,False,False,False,False,,,,,,,,,,
οὐρανόν,οὐρανόν,οὐρανός,οὐρανόν,όν,ο,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obj,0.0,ἀρχῇ,"(τέλει,)",False,xx̓xxxx́x,False,False,False,False,Acc,Masc,Sing,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ὡς,(),False,",",False,True,False,False,,,,,,,,,,
ὡς,ὡς,ὡς,ὡς,ὡς,ω,-20.0,SCONJ,c--------,,mark,0.0,ἐλέχθη,(),False,x̔x,False,False,False,False,,,,,,,,,,
ἐλέχθη,ἐλέχθη,ἐλέχθη,ἐλέχθη,χθη,ε,-20.0,VERB,v3saip---,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Pass,advcl,0.0,οὐρανόν,(),False,x̓xx́xxx,False,False,False,False,,,Sing,Past,Fin,Pass,,,Ind,3
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,τέλει,(),False,",",False,True,False,False,,,,,,,,,,
τέλει,τέλει,τέλος,τέλει,λει,τ,-20.0,NOUN,n-s---nd-,Case=Dat|Gender=Neut|Number=Sing,conj,0.0,οὐρανόν,"(οὐρανόν,)",False,xx́xxx,False,False,False,False,Dat,Neut,Sing,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,CCONJ,c--------,,cc,0.0,οὐρανόν,(),False,xx̀,False,False,False,False,,,,,,,,,,
ἄνθρωπον,ἄνθρωπον,ἄνθρωπος,ἄνθρωπον,πον,α,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,dep,0.0,ἀρχῇ,(),False,x̓́xxxx,False,False,False,False,Acc,Masc,Sing,,,,,,,
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,ἀρχῇ,(),False,.,False,True,False,False,,,,,,,,,,
