orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Tense,VerbForm,Voice,Mood,Person,Aspect
πηγὴ,πηγὴ,πηγὴ,πηγὴ,γὴ,π,-20.0,NOUN,n-s---fn-,Case=Nom|Gender=Fem|Number=Sing,nsubj,0.0,ἀνέβαινεν,(),False,xxxx̀,False,False,False,False,Nom,Fem,Sing,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ἀνέβαινεν,(),False,xx̀,False,False,False,False,,,,,,,,,
’,’,έ,',’,’,-20.0,ADV,d--------,,advmod,0.0,ἀνέβαινεν,(),False,’,False,True,False,False,,,,,,,,,
ἀνέβαινεν,ἀνέβαινεν,ἀνέβαινεν,ἀνέβαινεν,νεν,α,-20.0,VERB,v3siia---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,ROOT,0.0,ἀνέβαινεν,"(ἐπότιζε,)",False,x̓xx́xxxx,False,False,False,False,,,Sing,Past,Fin,Act,Ind,3,Imp
ἐκ,ἐκ,ἐκ,ἐκ,ἐκ,ε,-20.0,ADP,r--------,,case,0.0,γῆς,(),False,x̓x,False,False,False,False,,,,,,,,,
τῆς,τῆς,τῆ,τῆς,ῆς,τ,-20.0,DET,l-s---fg-,Case=Gen|Gender=Fem|Number=Sing,det,0.0,γῆς,(),False,xx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,
γῆς,γῆς,γῆ,γῆς,ῆς,γ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,obl,0.0,ἀνέβαινεν,(),False,xx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ἀνέβαινεν,(),False,xxx̀,False,False,False,False,,,,,,,,,
ἐπότιζε,ἐπότιζε,ἐπότιζε,ἐπότιζε,ιζε,ε,-20.0,VERB,v3siia---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,conj,0.0,ἀνέβαινεν,"(ἀνέβαινεν,)",False,x̓xx́xxxx,False,False,False,False,,,Sing,Past,Fin,Act,Ind,3,Imp
πᾶν,πᾶν,πᾶς,πᾶν,ᾶν,π,-20.0,ADJ,a-s---na-,Case=Acc|Gender=Neut|Number=Sing,nmod,0.0,πρόσωπον,(),False,xx͂x,False,False,False,False,Acc,Neut,Sing,,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---na-,Case=Acc|Gender=Neut|Number=Sing,det,0.0,πρόσωπον,(),False,xx̀,False,False,False,False,Acc,Neut,Sing,,,,,,
πρόσωπον,πρόσωπον,πρόσωπον,πρόσωπον,πον,π,-20.0,NOUN,n-s---na-,Case=Acc|Gender=Neut|Number=Sing,obj,0.0,ἐπότιζε,(),False,xxx́xxxx,False,False,False,False,Acc,Neut,Sing,,,,,,
τῆς,τῆς,τῆ,τῆς,ῆς,τ,-20.0,DET,l-s---fg-,Case=Gen|Gender=Fem|Number=Sing,det,0.0,γῆς,(),False,xx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,
γῆς,γῆς,γῆ,γῆς,ῆς,γ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,πρόσωπον,(),False,xx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,
(,(,(,(,(,(,-20.0,PUNCT,u--------,,punct,0.0,ἀνέβαινεν,(),False,(,False,True,False,False,,,,,,,,,
γεν,γεν,γεν,γεν,γεν,γ,-20.0,X,x--------,,ROOT,0.0,γεν,(),False,xxx,True,False,False,False,,,,,,,,,
.,.,.,.,.,.,-20.0,ADV,V-,,amod,0.0,γεν,(),False,.,False,True,False,False,,,,,,,,,
2,2,2,2,2,2,-20.0,NUM,R-,,advmod,0.0,γεν,(),False,d,False,False,False,False,,,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,6).,(),False,",",False,True,False,False,,,,,,,,,
6).,6).,6).,6).,6).,6,-20.0,PUNCT,u--------,,punct,0.0,γεν,(),False,d).,False,False,False,False,,,,,,,,,
