orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice,Aspect,Degree
ἡσυχῆ,ἡσυχῆ,ἡσυχῆ,ἡσυχῆ,χῆ,η,-20.0,ADV,d--------,,advmod,0.0,κατακλινέντες,(),False,x̔xxxx͂,False,False,False,False,,,,,,,,,,
κατακλινέντες,κατακλινέντες,κατακλινέντες,κατακλινέντες,τες,κ,-20.0,VERB,v-pappmn-,Case=Nom|Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part|Voice=Pass,advcl,0.0,ἐμπαρέχουσιν,(),False,xxxx́xxxx,False,False,False,False,Nom,Masc,Plur,,,Past,Part,Pass,,
ἐμπαρέχουσιν,ἐμπαρέχουσιν,ἐμπαρέχω,ἐμπαρέχουσιν,σιν,ε,-20.0,VERB,v3ppia---,Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,conj,0.0,ἵστανται,"(ἵστανται,)",False,x̓xxxx́xxxx,False,False,False,False,,,Plur,Ind,3,Pres,Fin,Act,,
ἀποκείρασθαι,ἀποκείρασθαι,ἀποκείρω,ἀποκείρασθαι,θαι,α,-20.0,VERB,v--pne---,Tense=Pres|VerbForm=Inf|Voice=Mid,xcomp,0.0,ἐμπαρέχουσιν,(),False,x̓xxxx́xxxx,False,False,False,False,,,,,,Pres,Inf,Mid,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---na-,Case=Acc|Gender=Neut|Number=Sing,det,0.0,ἔριον,(),False,xx̀,False,False,False,False,Acc,Neut,Sing,,,,,,,
ἔριον,ἔριον,ἔριον,ἔριον,ιον,ε,-20.0,NOUN,n-s---na-,Case=Acc|Gender=Neut|Number=Sing,obj,0.0,ἀποκείρασθαι,(),False,x̓́xxxx,False,False,False,False,Acc,Neut,Sing,,,,,,,
ἐθιζόμενοι,ἐθιζόμενοι,ἐθιζόμενοι,ἐθιζόμενοι,νοι,ε,-20.0,VERB,v-pppemn-,Case=Nom|Gender=Masc|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Mid,advcl,0.0,ἀποκείρασθαι,(),False,x̓xxxx́xxxx,False,False,False,False,Nom,Masc,Plur,,,Pres,Part,Mid,,
καθάπερ,καθάπερ,καθά,καθάπερ,περ,κ,-20.0,ADV,d--------,,advmod,0.0,ἀποδιδόναι,(),False,xxxx́xxx,False,False,False,False,,,,,,,,,,
αἱ,αἱ,αἱ,αἱ,αἱ,α,-20.0,DET,l-p---fn-,Case=Nom|Gender=Fem|Number=Plur,det,0.0,πόλεις,(),False,xx̔,False,False,False,False,Nom,Fem,Plur,,,,,,,
πόλεις,πόλεις,πόλις,πόλεις,εις,π,-20.0,NOUN,n-p---fn-,Case=Nom|Gender=Fem|Number=Plur,nsubj,0.0,ἀποδιδόναι,(),False,xx́xxxx,False,False,False,False,Nom,Fem,Plur,,,,,,,
τὸν,τὸν,τὸς,τὸν,ὸν,τ,-20.0,DET,l-s---ma-,Case=Acc|Gender=Masc|Number=Sing,det,0.0,δασμὸν,(),False,xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,,
ἐτήσιον,ἐτήσιον,ἐτήσιος,ἐτήσιον,ιον,ε,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nmod,0.0,δασμὸν,(),False,x̓xx́xxxx,False,False,False,False,Acc,Masc,Sing,,,,,,,
ἀποδιδόναι,ἀποδιδόναι,ἀποδιδόναι,ἀποδιδόναι,ναι,α,-20.0,VERB,v--pna---,Tense=Pres|VerbForm=Inf|Voice=Act,advcl,0.0,ἀποκείρασθαι,(),False,x̓xxxx́xxx,False,False,False,False,,,,,,Pres,Inf,Act,,
δασμὸν,δασμὸν,δασμὸς,δασμὸν,ὸν,δ,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obj,0.0,ἀποδιδόναι,(),False,xxxx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,,
τῷ,τῷ,τῷ,τῷ,ῷ,τ,-20.0,DET,l-s---md-,Case=Dat|Gender=Masc|Number=Sing,det,0.0,βασιλεῖ,(),False,xx͂ͅ,False,False,False,False,Dat,Masc,Sing,,,,,,,
φύσει,φύσει,φύσις,φύσει,σει,φ,-20.0,NOUN,n-s---fd-,Case=Dat|Gender=Fem|Number=Sing,nmod,0.0,βασιλεῖ,(),False,xx́xxx,False,False,False,False,Dat,Fem,Sing,,,,,,,
βασιλεῖ,βασιλεῖ,βασιλεῖ,βασιλεῖ,εῖ,β,-20.0,NOUN,n-s---md-,Case=Dat|Gender=Masc|Number=Sing,obj,0.0,ἀποδιδόναι,(),False,xxxx͂,False,False,False,False,Dat,Masc,Sing,,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,ἵστανται,(),False,·,False,True,False,False,,,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,ADV,d--------,,advmod,0.0,ἄγεται,(),False,xxx̀,False,False,False,False,,,,,,,,,,
μὴν,μὴν,μὴν,μὴν,ὴν,μ,-20.0,ADV,d--------,,advmod,0.0,ἄγεται,(),False,xx̀x,False,False,False,False,,,,,,,,,,
τό,τό,τό,τό,τό,τ,-20.0,DET,l-s---na-,Case=Acc|Gender=Neut|Number=Sing,dep,0.0,ἄγεται,(),False,xx́,False,False,False,False,Acc,Neut,Sing,,,,,,,
γε,γε,γε,γε,γε,γ,-20.0,ADV,d--------,,advmod,0.0,ἄγεται,(),True,xx,True,False,False,False,,,,,,,,,,
θυμικώτατον,θυμικώτατον,θυμικώτατον,θυμικώτατον,τον,θ,-20.0,ADJ,a-s---nns,Case=Nom|Degree=Sup|Gender=Neut|Number=Sing,nmod,0.0,ἵππος,(),False,xxxx́xxxx,False,False,False,False,Nom,Neut,Sing,,,,,,,Sup
ζῷον,ζῷον,ζῷος,ζῷον,ͅον,ζ,-20.0,ADJ,a-s---nn-,Case=Nom|Gender=Neut|Number=Sing,nmod,0.0,θυμικώτατον,(),False,xx͂ͅxx,False,False,False,False,Nom,Neut,Sing,,,,,,,
ἵππος,ἵππος,ἵππος,ἵππος,πος,ι,-20.0,NOUN,n-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,ἄγεται,(),False,x̔́xxxx,False,False,False,False,Nom,Masc,Sing,,,,,,,
ῥᾳδίως,ῥᾳδίως,ῥᾳδίως,ῥᾳδίως,́ως,ρ,-20.0,ADV,d--------,,advmod,0.0,ἄγεται,(),False,x̔xͅxx́xx,False,False,False,False,,,,,,,,,,
[,[,[,[,[,[,-20.0,PUNCT,u--------,,punct,0.0,ἄγεται,(),False,[,False,True,False,False,,,,,,,,,,
ἄγεται,ἄγεται,ἄγω,ἄγεται,ται,α,-20.0,VERB,v3spie---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,ROOT,0.0,ἄγεται,"(δέχεται, θεῖ, ἀφικνεῖσθαι, διακομίζειν)",False,x̓́xxxx,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Mid,,
],],],],],],-20.0,PUNCT,u--------,,punct,0.0,ἄγεται,(),False,],False,True,False,False,,,,,,,,,,
χαλιναγωγηθείς,χαλιναγωγηθείς,χαλιναγωγηθείς,χαλιναγωγηθείς,ίς,χ,-20.0,VERB,v-sappmn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass,advcl,0.0,ἄγεται,(),False,xxxx́x,False,False,False,False,Nom,Masc,Sing,,,Past,Part,Pass,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἵνα,(),False,",",False,True,False,False,,,,,,,,,,
ἵνα,ἵνα,ἵνα,ἵνα,́να,ι,-20.0,SCONJ,c--------,,mark,0.0,ἀφηνιάζῃ,(),False,x̔́xx,False,False,False,False,,,,,,,,,,
μὴ,μὴ,μὴ,μὴ,μὴ,μ,-20.0,ADV,d--------,,advmod,0.0,ἀφηνιάζῃ,(),False,xx̀,False,False,False,False,,,,,,,,,,
σκιρτῶν,σκιρτῶν,σκιρτῶ,σκιρτῶν,ῶν,σ,-20.0,VERB,v-sppamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,advcl,0.0,ἀφηνιάζῃ,(),False,xxxx͂x,False,False,False,False,Nom,Masc,Sing,,,Pres,Part,Act,,
ἀφηνιάζῃ,ἀφηνιάζῃ,ἀφηνιάζῃ,ἀφηνιάζῃ,ζῃ,α,-20.0,VERB,v3spsa---,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,advcl,0.0,χαλιναγωγηθείς,(),False,x̓xxxx́xxͅ,False,False,False,False,,,Sing,Sub,3,Pres,Fin,Act,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,καὶ,(),False,",",False,True,False,False,,,,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ἄγεται,(),False,xxx̀,False,False,False,False,,,,,,,,,,
τὰ,τὰ,τὰ,τὰ,τὰ,τ,-20.0,DET,l-p---na-,Case=Acc|Gender=Neut|Number=Plur,det,0.0,νῶτα,(),False,xx̀,False,False,False,False,Acc,Neut,Plur,,,,,,,
νῶτα,νῶτα,νῶτον,νῶτα,͂τα,ν,-20.0,NOUN,n-p---na-,Case=Acc|Gender=Neut|Number=Plur,obj,0.0,δέχεται,(),False,xx͂xx,False,False,False,False,Acc,Neut,Plur,,,,,,,
κοιλάνας,κοιλάνας,κοιλάνη,κοιλάνας,νας,κ,-20.0,VERB,v-sapamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act,advcl,0.0,δέχεται,(),False,xxxx́xxx,False,False,False,False,Nom,Masc,Sing,,,Past,Part,Act,,
εὖ,εὖ,εὖ,εὖ,ὖ,ε,-20.0,ADV,d--------,,advmod,0.0,δέχεται,(),False,xx̓͂,False,False,False,False,,,,,,,,,,
μάλα,μάλα,μάλα,μάλα,́λα,μ,-20.0,ADV,d--------,,advmod,0.0,εὖ,(),False,xx́xx,False,False,False,False,,,,,,,,,,
πρὸς,πρὸς,πρὸς,πρὸς,ὸς,π,-20.0,ADP,r--------,,case,0.0,εὔεδρον,(),False,xxx̀x,False,False,False,False,,,,,,,,,,
τὸ,τὸ,τὸ,τὸ,τὸ,τ,-20.0,DET,l-s---na-,Case=Acc|Gender=Neut|Number=Sing,det,0.0,εὔεδρον,(),False,xx̀,False,False,False,False,Acc,Neut,Sing,,,,,,,
εὔεδρον,εὔεδρον,εὔεδρος,εὔεδρον,ρον,ε,-20.0,ADJ,a-s---na-,Case=Acc|Gender=Neut|Number=Sing,obl,0.0,δέχεται,(),False,xx̓́xxxx,False,False,False,False,Acc,Neut,Sing,,,,,,,
δέχεται,δέχεται,δέχομαι,δέχεται,ται,δ,-20.0,VERB,v3spie---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,conj,0.0,ἄγεται,"(ἄγεται, θεῖ, ἀφικνεῖσθαι, διακομίζειν)",False,xx́xxxx,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Mid,,
τὸν,τὸν,τὸς,τὸν,ὸν,τ,-20.0,DET,l-s---ma-,Case=Acc|Gender=Masc|Number=Sing,det,0.0,ἔποχον,(),False,xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,,
ἔποχον,ἔποχον,ἔποχος,ἔποχον,χον,ε,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obj,0.0,δέχεται,(),False,x̓́xxxx,False,False,False,False,Acc,Masc,Sing,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,δέχεται,(),False,xxx̀,False,False,False,False,,,,,,,,,,
μετέωρον,μετέωρον,μετέωρος,μετέωρον,ρον,μ,-20.0,ADJ,a-s---ma-,Case=Acc|Gender=Masc|Number=Sing,xcomp,0.0,ἀναβαστάσας,(),False,xxxx́xxxx,False,False,False,False,Acc,Masc,Sing,,,,,,,
ἀναβαστάσας,ἀναβαστάσας,ἀναβαστάω,ἀναβαστάσας,σας,α,-20.0,VERB,v-sapamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act,advcl,0.0,θεῖ,(),False,x̓xxxx́xxx,False,False,False,False,Nom,Masc,Sing,,,Past,Part,Act,,
ὀξύτατα,ὀξύτατα,ὀξύς,ὀξύτατα,ατα,ο,-20.0,ADJ,a-p---nas,Case=Acc|Degree=Sup|Gender=Neut|Number=Plur,advmod,0.0,θεῖ,(),False,x̓xx́xxxx,False,False,False,False,Acc,Neut,Plur,,,,,,,Sup
θεῖ,θεῖ,θεῖ,θεῖ,εῖ,θ,-20.0,VERB,V-,Mood=Imp|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,conj,0.0,δέχεται,"(ἄγεται, δέχεται, ἀφικνεῖσθαι, διακομίζειν)",False,xxx͂,False,False,False,False,,,Sing,Imp,2,Pres,Fin,Act,,
σπουδάζων,σπουδάζων,σπουδάζω,σπουδάζων,ζων,σ,-20.0,VERB,v-sppamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,advcl,0.0,θεῖ,(),False,xxxx́xxx,False,False,False,False,Nom,Masc,Sing,,,Pres,Part,Act,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἀφικνεῖσθαι,(),False,",",False,True,False,False,,,,,,,,,,
εἰς,εἰς,εἰς,εἰς,ἰς,ε,-20.0,ADP,r--------,,case,0.0,ἐπείγηται,(),False,xx̓x,False,False,False,False,,,,,,,,,,
οὓς,οὓς,οὓς,οὓς,̔̀ς,ο,-20.0,PRON,p-p---ma-,Case=Acc|Gender=Masc|Number=Plur,dep,0.0,ἐπείγηται,(),False,xx̔̀x,False,False,False,False,Acc,Masc,Plur,,,,,,,
ἄν,ἄν,ἄν,ἄν,̓́ν,α,-20.0,ADV,d--------,,advmod,0.0,ἐπείγηται,(),False,x̓́x,False,False,False,False,,,,,,,,,,
ἐπείγηται,ἐπείγηται,ἐπείγομαι,ἐπείγηται,ται,ε,-20.0,VERB,v3spse---,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid,advcl,0.0,ἀφικνεῖσθαι,(),False,x̓xxx́xxxx,False,False,False,False,,,Sing,Sub,3,Pres,Fin,Mid,,
γίνεσθαι,γίνεσθαι,γίγνομαι,γίνεσθαι,θαι,γ,-20.0,VERB,v--pne---,Tense=Pres|VerbForm=Inf|Voice=Mid,xcomp,0.0,ἐπείγηται,(),False,xx́xxxx,False,False,False,False,,,,,,Pres,Inf,Mid,,
τόπους,τόπους,τόπος,τόπους,ους,τ,-20.0,NOUN,n-p---ma-,Case=Acc|Gender=Masc|Number=Plur,obj,0.0,ἐπείγηται,(),False,xx́xxxx,False,False,False,False,Acc,Masc,Plur,,,,,,,
ἐκεῖνος,ἐκεῖνος,ἐκεῖνος,ἐκεῖνος,νος,ε,-20.0,PRON,p-s---mn-,Case=Nom|Gender=Masc|Number=Sing,nsubj,0.0,ἐπείγηται,(),False,x̓xxx͂xxx,False,False,False,False,Nom,Masc,Sing,,,,,,,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἐπείγηται,(),False,",",False,True,False,False,,,,,,,,,,
ἀφικνεῖσθαι,ἀφικνεῖσθαι,ἀφικνειν͂ομαι,ἀφικνεῖσθαι,θαι,α,-20.0,VERB,V-,Aspect=Perf|Tense=Past|VerbForm=Inf|Voice=Mid,conj,0.0,θεῖ,"(ἄγεται, δέχεται, θεῖ, διακομίζειν)",False,x̓xxxx͂xxxx,False,False,False,False,,,,,,Past,Inf,Mid,Perf,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ἀφικνεῖσθαι,(),False,xxx̀,False,False,False,False,,,,,,,,,,
διακομίζειν,διακομίζειν,διακομίζω,διακομίζειν,ειν,δ,-20.0,VERB,v--pna---,Tense=Pres|VerbForm=Inf|Voice=Act,conj,0.0,ἀφικνεῖσθαι,"(ἄγεται, δέχεται, θεῖ, ἀφικνεῖσθαι)",False,xxxx́xxxx,False,False,False,False,,,,,,Pres,Inf,Act,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,ἄγεται,(),False,·,False,True,False,False,,,,,,,,,,
ὁ,ὁ,ὁ,ὁ,ὁ,ο,-20.0,DET,l-s---mn-,Case=Nom|Gender=Masc|Number=Sing,det,0.0,ἀνύτει,(),False,x̔,False,False,False,False,Nom,Masc,Sing,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,d--------,,advmod,0.0,ἀνύτει,(),False,xx̀,False,False,False,False,,,,,,,,,,
’,’,έ,',’,’,-20.0,ADV,d--------,,advmod,0.0,ἀνύτει,(),False,’,False,True,False,False,,,,,,,,,,
ἐφιδρυμένος,ἐφιδρυμένος,ἐφιδρυμένος,ἐφιδρυμένος,νος,ε,-20.0,VERB,v-srpemn-,Aspect=Perf|Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Mid,nmod,0.0,ἀνύτει,(),False,x̓xxxx́xxx,False,False,False,False,Nom,Masc,Sing,,,Past,Part,Mid,Perf,
ἄνευ,ἄνευ,ἄνευ,ἄνευ,νευ,α,-20.0,ADP,r--------,,case,0.0,καμάτων,(),False,x̓́xxx,False,False,False,False,,,,,,,,,,
καμάτων,καμάτων,καμάτος,καμάτων,των,κ,-20.0,NOUN,n-p---mg-,Case=Gen|Gender=Masc|Number=Plur,obl,0.0,ἐφιδρυμένος,(),False,xxxx́xxx,False,False,False,False,Gen,Masc,Plur,,,,,,,
κατὰ,κατὰ,κατὰ,κατὰ,τὰ,κ,-20.0,ADP,r--------,,case,0.0,ἡσυχίαν,(),False,xxxx̀,False,False,False,False,,,,,,,,,,
πολλὴν,πολλὴν,πολλὴν,πολλὴν,ὴν,π,-20.0,ADJ,a-s---fa-,Case=Acc|Gender=Fem|Number=Sing,nmod,0.0,ἡσυχίαν,(),False,xxxx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,,
ἡσυχίαν,ἡσυχίαν,ἡσυχία,ἡσυχίαν,́αν,η,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,ἀνύτει,(),False,x̔xxxx́xx,False,False,False,False,Acc,Fem,Sing,,,,,,,
ἑτέρου,ἑτέρου,ἑτέρου,ἑτέρου,ρου,ε,-20.0,ADJ,a-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,σώματι,(),False,x̔xx́xxx,False,False,False,False,Gen,Neut,Sing,,,,,,,
σώματι,σώματι,σώμα,σώματι,ατι,σ,-20.0,NOUN,n-s---nd-,Case=Dat|Gender=Neut|Number=Sing,obl,0.0,ἀνύτει,"(ποσὶ,)",False,xx́xxxx,False,False,False,False,Dat,Neut,Sing,,,,,,,
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,σώματι,(),False,xxx̀,False,False,False,False,,,,,,,,,,
ποσὶ,ποσὶ,ποσὶ,ποσὶ,σὶ,π,-20.0,NOUN,n-p---md-,Case=Dat|Gender=Masc|Number=Plur,conj,0.0,σώματι,"(σώματι,)",False,xxxx̀,False,False,False,False,Dat,Masc,Plur,,,,,,,
ἀνύτει,ἀνύτει,ἀνύτω,ἀνύτει,τει,α,-20.0,VERB,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,ROOT,0.0,ἀνύτει,(),False,x̓xx́xxx,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Act,,
τὸν,τὸν,τὸς,τὸν,ὸν,τ,-20.0,DET,l-s---ma-,Case=Acc|Gender=Masc|Number=Sing,det,0.0,δρόμον,(),False,xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,,
δρόμον,δρόμον,δρόμος,δρόμον,μον,δ,-20.0,NOUN,n-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obj,0.0,ἀνύτει,(),False,xxx́xxx,False,False,False,False,Acc,Masc,Sing,,,,,,,
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,ἀνύτει,(),False,.,False,True,False,False,,,,,,,,,,
·,·,·,·,·,·,-20.0,PUNCT,u--------,,punct,0.0,ἀνύτει,(),False,·,False,True,False,False,,,,,,,,,,
