orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Aspect,Mood,Person,Tense,VerbForm,Voice,Degree
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἔταττε,(),False,",",False,True,False,False,,,,,,,,,,
οὐ,οὐ,οὐ,οὐ,οὐ,ο,-20.0,ADV,d--------,,advmod,0.0,ἔταττε,(),False,xx̓,False,False,False,False,,,,,,,,,,
ἐπειδὴ,ἐπειδὴ,ἐπειδὴ,ἐπειδὴ,δὴ,ε,-20.0,CCONJ,c--------,,mark,0.0,ἔταττε,(),False,x̓xxxx̀,False,False,False,False,,,,,,,,,,
τοῦτον,τοῦτον,τοῦτον,τοῦτον,τον,τ,-20.0,PRON,p-s---ma-,Case=Acc|Gender=Masc|Number=Sing,obj,0.0,ἔταττε,(),False,xxx͂xxx,False,False,False,False,Acc,Masc,Sing,,,,,,,
ἐν,ἐν,ἐν,ἐν,ἐν,ε,-20.0,ADP,r--------,,case,0.0,ὑστέρῳ,(),False,x̓x,False,False,False,False,,,,,,,,,,
ὑστέρῳ,ὑστέρῳ,ὑστέρῳ,ὑστέρῳ,ρῳ,υ,-20.0,ADJ,a-s---md-,Case=Dat|Gender=Masc|Number=Sing,obl,0.0,ἔταττε,(),False,x̔xxx́xxͅ,False,False,False,False,Dat,Masc,Sing,,,,,,,
γῆς,γῆς,γῆ,γῆς,ῆς,γ,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,obl,0.0,ὑστέρῳ,(),False,xx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,,
ἔταττε,ἔταττε,ἔταττε,ἔταττε,ττε,ε,-20.0,VERB,v3siia---,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Act,advcl,0.0,ἐποίκιλλε,(),False,x̓́xxxx,False,False,False,False,,,Sing,Imp,Ind,3,Past,Fin,Act,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,διδούς,(),False,",",False,True,False,False,,,,,,,,,,
τῇ,τῇ,τῇ,τῇ,ῇ,τ,-20.0,DET,l-s---fd-,Case=Dat|Gender=Fem|Number=Sing,det,0.0,προνομίαν,(),False,xx͂ͅ,False,False,False,False,Dat,Fem,Sing,,,,,,,
μὲν,μὲν,μὲν,μὲν,ὲν,μ,-20.0,ADV,d--------,,advmod,0.0,διδούς,(),False,xx̀x,False,False,False,False,,,,,,,,,,
ἐλάττονι,ἐλάττονι,ἐλάττων,ἐλάττονι,ονι,ε,-20.0,ADJ,a-s---ndc,Case=Dat|Degree=Cmp|Gender=Fem|Number=Sing,nmod,0.0,φύσει,(),False,x̓xx́xxxx,False,False,False,False,Dat,Fem,Sing,,,,,,,Cmp
φύσει,φύσει,φύσις,φύσει,σει,φ,-20.0,NOUN,n-s---fd-,Case=Dat|Gender=Fem|Number=Sing,iobj,0.0,διδούς,(),False,xx́xxx,False,False,False,False,Dat,Fem,Sing,,,,,,,
προνομίαν,προνομίαν,προνομία,προνομίαν,́αν,π,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obj,0.0,διδούς,(),False,xxxx́xx,False,False,False,False,Acc,Fem,Sing,,,,,,,
διδούς,διδούς,διδούς,διδούς,ύς,δ,-20.0,VERB,v-sppamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,advcl,0.0,ἔταττε,"(ἀξιῶν,)",False,xxxx́x,False,False,False,False,Nom,Masc,Sing,,,,Pres,Part,Act,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,τὴν,(),False,",",False,True,False,False,,,,,,,,,,
τὴν,τὴν,τὴν,τὴν,ὴν,τ,-20.0,DET,l-s---fa-,Case=Acc|Gender=Fem|Number=Sing,det,0.0,προνομίαν,(),False,xx̀x,False,False,False,False,Acc,Fem,Sing,,,,,,,
δὲ,δὲ,δὲ,δὲ,δὲ,δ,-20.0,ADV,c--------,,advmod,0.0,διδούς,(),False,xx̀,False,False,False,False,,,,,,,,,,
κρείττονα,κρείττονα,κρείττοναν,κρείττονα,ονα,κ,-20.0,ADJ,a-s---fac,Case=Acc|Degree=Cmp|Gender=Fem|Number=Sing,obj,0.0,ἀξιῶν,"(θειοτέραν,)",False,xxxx́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,,,Cmp
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,κρείττονα,(),False,xxx̀,False,False,False,False,,,,,,,,,,
θειοτέραν,θειοτέραν,θειοτέραν,θειοτέραν,ραν,θ,-20.0,ADJ,a-s---fac,Case=Acc|Degree=Cmp|Gender=Fem|Number=Sing,conj,0.0,κρείττονα,"(κρείττονα,)",False,xxxx́xxx,False,False,False,False,Acc,Fem,Sing,,,,,,,Cmp
δευτερείων,δευτερείων,δευτερείων,δευτερείων,́ων,δ,-20.0,NOUN,n-p---ng-,Case=Gen|Gender=Neut|Number=Plur,nmod,0.0,κρείττονα,(),False,xxxx́xx,False,False,False,False,Gen,Neut,Plur,,,,,,,
ἀξιῶν,ἀξιῶν,ἀξιῶν,ἀξιῶν,ῶν,α,-20.0,VERB,v-sppamn-,Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,conj,0.0,διδούς,"(διδούς,)",False,x̓xxx͂x,False,False,False,False,Nom,Masc,Sing,,,,Pres,Part,Act,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἀλλὰ᾽,(),False,",",False,True,False,False,,,,,,,,,,
ἀλλὰ᾽,ἀλλὰ᾽,ἀλλὰ᾽,ἀλλὰ᾽,ὰ᾽,α,-20.0,PUNCT,V-,,nmod,0.0,προνομίαν,(),False,x̓xxx̀᾽,False,False,False,False,,,,,,,,,,
εἰς,εἰς,εἰς,εἰς,ἰς,ε,-20.0,ADP,r--------,,case,0.0,ἔνδειξιν,(),False,xx̓x,False,False,False,False,,,,,,,,,,
ἔνδειξιν,ἔνδειξιν,ἔνδειξις,ἔνδειξιν,ξιν,ε,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,διδούς,(),False,x̓́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,,,
ἐναργεστάτην,ἐναργεστάτην,ἐναργεστάτην,ἐναργεστάτην,την,ε,-20.0,ADJ,a-s---fas,Case=Acc|Degree=Sup|Gender=Fem|Number=Sing,nmod,0.0,ἔνδειξιν,(),False,x̓xxxx́xxx,False,False,False,False,Acc,Fem,Sing,,,,,,,Sup
κράτους,κράτους,κράτος,κράτους,ους,κ,-20.0,NOUN,n-s---ng-,Case=Gen|Gender=Neut|Number=Sing,nmod,0.0,ἀρχῆς,(),False,xxx́xxxx,False,False,False,False,Gen,Neut,Sing,,,,,,,
ἀρχῆς,ἀρχῆς,ἀρχῆ,ἀρχῆς,ῆς,α,-20.0,NOUN,n-s---fg-,Case=Gen|Gender=Fem|Number=Sing,nmod,0.0,ἐναργεστάτην,(),False,x̓xxx͂x,False,False,False,False,Gen,Fem,Sing,,,,,,,
.,.,.,.,.,.,-20.0,PUNCT,u--------,,punct,0.0,ἐποίκιλλε,(),False,.,False,True,False,False,,,,,,,,,,
