orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice,Aspect
αὐτὸν,αὐτὸν,αὐτὸν,αὐτὸν,ὸν,α,-20.0,PRON,p-s---ma-,Case=Acc|Gender=Masc|Number=Sing,nsubj,0.0,ἐλθεῖν,(),False,xx̓xx̀x,False,False,False,False,Acc,Masc,Sing,,,,,,
εἰς,εἰς,εἰς,εἰς,ἰς,ε,-20.0,ADP,r--------,,case,0.0,γένεσιν,(),False,xx̓x,False,False,False,False,,,,,,,,,
γένεσιν,γένεσιν,γένεσις,γένεσιν,σιν,γ,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,ἐλθεῖν,(),False,xx́xxxx,False,False,False,False,Acc,Fem,Sing,,,,,,
ἐλθεῖν,ἐλθεῖν,ἐλθεῖν,ἐλθεῖν,ῖν,ε,-20.0,VERB,v--ana---,Tense=Past|VerbForm=Inf|Voice=Act,csubj,0.0,εὔλογον,(),False,x̓xxxx͂x,False,False,False,False,,,,,,Past,Inf,Act,
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,ἄριστόν,(),False,",",False,True,False,False,,,,,,,,,
ἄριστόν,ἄριστόν,ἄριστός,ἄριστόν,όν,α,-20.0,ADJ,a-s---nn-,Case=Nom|Gender=Neut|Number=Sing,advcl,0.0,εὔλογον,"(τοῦ,)",False,x̓́xxxx́x,False,False,False,False,Nom,Neut,Sing,,,,,,
τε,τε,τε,τε,τε,τ,-20.0,ADV,d--------,,advmod,0.0,ἄριστόν,(),True,xx,True,False,False,False,,,,,,,,,
ὄντα,ὄντα,ὄντα,ὄντα,ντα,ο,-20.0,AUX,v-sppama-,Case=Acc|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act,cop,0.0,ἄριστόν,(),False,x̓́xxx,False,False,False,False,Acc,Masc,Sing,,,Pres,Part,Act,
τῶν,τῶν,τῶν,τῶν,ῶν,τ,-20.0,DET,l-p---mg-,Case=Gen|Gender=Masc|Number=Plur,det,0.0,γεγονότων,(),False,xx͂x,False,False,False,False,Gen,Masc,Plur,,,,,,
γεγονότων,γεγονότων,γεγονότων,γεγονότων,των,γ,-20.0,VERB,v-prpeng-,Aspect=Perf|Case=Gen|Gender=Neut|Number=Plur|Tense=Past|VerbForm=Part|Voice=Mid,nmod,0.0,ἄριστόν,(),False,xxxx́xxx,False,False,False,False,Gen,Neut,Plur,,,Past,Part,Mid,Perf
καὶ,καὶ,καὶ,καὶ,αὶ,κ,-20.0,CCONJ,c--------,,cc,0.0,ἄριστόν,(),False,xxx̀,False,False,False,False,,,,,,,,,
ἐκ,ἐκ,ἐκ,ἐκ,ἐκ,ε,-20.0,ADP,r--------,,case,0.0,τοῦ,(),False,x̓x,False,False,False,False,,,,,,,,,
τοῦ,τοῦ,τοῦ,τοῦ,οῦ,τ,-20.0,DET,l-s---ng-,Case=Gen|Gender=Neut|Number=Sing,conj,0.0,ἄριστόν,"(ἄριστόν,)",False,xxx͂,False,False,False,False,Gen,Neut,Sing,,,,,,
καθὰ.,καθὰ.,καθὰ.,καθὰ.,ὰ.,κ,-20.0,ADV,d--------,,advmod,0.0,ἄριστόν,(),False,xxxx̀.,False,False,False,False,,,,,,,,,
