orth,text,lemma,norm,suffix,prefix,prob,pos,tag,morph,dep,sentiment,head,conjuncts,is_stop,shape,is_alpha,is_punct,like_num,is_space,Case,Gender,Number,Mood,Person,Tense,VerbForm,Voice
ὁμολογεῖ,ὁμολογεῖ,ὁμολογεῖ,ὁμολογεῖ,εῖ,ο,-20.0,VERB,v3spia---,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,ROOT,0.0,ὁμολογεῖ,(),False,x̔xxxx͂,False,False,False,False,,,Sing,Ind,3,Pres,Fin,Act
",",",",",",",",",",",",-20.0,PUNCT,u--------,,punct,0.0,διετυπώθη,(),False,",",False,True,False,False,,,,,,,,
ὡς,ὡς,ὡς,ὡς,ὡς,ω,-20.0,SCONJ,c--------,,mark,0.0,διετυπώθη,(),False,x̔x,False,False,False,False,,,,,,,,
ἄρα,ἄρα,ἄρα,ἄρα,́ρα,α,-20.0,ADV,d--------,,advmod,0.0,διετυπώθη,(),False,x̓́xx,False,False,False,False,,,,,,,,
κατά,κατά,κατά,κατά,τά,κ,-20.0,ADP,r--------,,case,0.0,εἰκόνα,(),False,xxxx́,False,False,False,False,,,,,,,,
’,’,ά,',’,’,-20.0,ADP,r--------,,case,0.0,εἰκόνα,(),False,’,False,True,False,False,,,,,,,,
εἰκόνα,εἰκόνα,εἰκόνα,εἰκόνα,́να,ε,-20.0,NOUN,n-s---fa-,Case=Acc|Gender=Fem|Number=Sing,obl,0.0,διετυπώθη,(),False,xx̓xx́xx,False,False,False,False,Acc,Fem,Sing,,,,,
θεοῦ,θεοῦ,θεοῦ,θεοῦ,οῦ,θ,-20.0,NOUN,n-s---mg-,Case=Gen|Gender=Masc|Number=Sing,nmod,0.0,εἰκόνα,(),False,xxxx͂,False,False,False,False,Gen,Masc,Sing,,,,,
διετυπώθη,διετυπώθη,διετυπώθη,διετυπώθη,́θη,δ,-20.0,VERB,v3saip---,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin|Voice=Pass,advcl,0.0,ὁμολογεῖ,(),False,xxxx́xx,False,False,False,False,,,Sing,Ind,3,Past,Fin,Pass
(,(,(,(,(,(,-20.0,PUNCT,u--------,,punct,0.0,ὁμολογεῖ,(),False,(,False,True,False,False,,,,,,,,
γεν,γεν,γεν,γεν,γεν,γ,-20.0,ADP,g--------,,ROOT,0.0,γεν,(),False,xxx,True,False,False,False,,,,,,,,
.,.,.,.,.,.,-20.0,ADV,Pp,,fixed,0.0,γεν,(),False,.,False,True,False,False,,,,,,,,
"1,27).","1,27).","1,27).","1,27).",7).,1,-20.0,PUNCT,u--------,,punct,0.0,.,(),False,"d,dd).",False,False,False,False,,,,,,,,
